更新时间,#genre#
20240618-14-35-01,url
188.25ms,CCTV1,http://124.165.251.82:9999/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
227.98ms,东森美洲卫视,http://38.64.72.148:80/hls/modn/list/2015/chunklist0.m3u8
198.28ms,黑龙江卫视,http://171.118.223.183:9999/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
178.02ms,吉林卫视,http://175.10.228.235:8081/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0
520.56ms,无间道1,https://vip.ffzy-play6.com/20221017/13_ddfc1740/index.m3u8
378.98ms,湖北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226477/index.m3u8
430.73ms,CCTV5+,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8
195.33ms,广东卫视,http://175.10.228.235:8081/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
487.31ms,湖南娱乐,http://118.248.168.109:8088/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
210.99ms,江苏卫视,http://222.240.82.92:9901/tsfile/live/0127_1.m3u8
354.93ms,湖北综合,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN638072216f7da/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUUAdKgLqNB5aOAUhcp5CeNLx3R3LdIBdA5q61lut1LwZcw4SC2tJubc%2Bq5t%2F61jvWCtjrJL0x%2BHncPgdmcbBW9I
1773.89ms,「虎牙」金铲铲之战,http://live.iill.top/huya.php?id=660579
189.36ms,东南卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226341/index.m3u8
345.87ms,CCTV10,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225730/index.m3u8
268.04ms,安徽卫视,http://223.159.9.13:8099/tsfile/live/0130_1.m3u8?key=txiptv&playlive=0&authid=0
423.94ms,河南卫视,http://222.241.154.37:9901/tsfile/live/23044_1.m3u8?key=txiptv&playlive=1&authid=0
398.32ms,央视台球,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN6380775932cff/1.m3u8?m3u8_level=2
383.23ms,CCTV7,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8
2279.04ms,解说_俗哥看电影,https://live.metshop.top/huya/15452736
1860.33ms,创世.电视,https://cdn.deepcore.online/hlsme/ctv_hk.m3u8?zgangd
447.69ms,广西卫视,https://live.goodiptv.club/api/bestv.php?id=gxwshd8m/8000000
452.26ms,四川卫视,https://live.goodiptv.club/api/bestv.php?id=scwshd/8000000
168.05ms,湖南卫视,http://218.3.138.25:1111/tsfile/live/1018_1.m3u8?key=txiptv&playlive=1&authid=0
231.57ms,浙江卫视,http://124.165.251.82:9999/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
412.59ms,云南卫视,http://116.162.6.192/4403-txt.otvstream.otvcloud.com/otv/skcc/live/channel61/1300.m3u8
452.07ms,天津卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226459/index.m3u8
167.59ms,重庆卫视,http://124.228.160.94:9901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
402.62ms,西藏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226433/index.m3u8
548.27ms,湖北影视,http://58.51.111.46:1111/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
1234.53ms,北京卫视,http://222.240.82.92:9901/tsfile/live/0122_1.m3u8
176.84ms,重庆卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226409/index.m3u8
165.30ms,河北卫视,http://124.228.160.94:9901/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0
203.70ms,CHC家庭影院,http://112.235.202.214:9901/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0
142.21ms,CCTV6,http://175.10.228.235:8081/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
1957.43ms,北京体育广播,https://fanmingming.com/fm?id=359
398.81ms,CCTV5,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
440.69ms,黑龙江卫视,https://live.goodiptv.club/api/bestv.php?id=hljwshd8m/8000000
378.85ms,湖北影视,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN6380728abccd2/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUUAdKgLqNB5aOAUhcp5CeNKU1xiiKGJYFBZK9RpEkaggogtHJZW6nJQqLppbEYE%2BqJ9kJW%2FMvKldfS2dCii9VSI
1469.79ms,BBC,https://i.mjh.nz/SamsungTVPlus/US4000033L.m3u8
855.78ms,上虞文化影院,http://l.cztvcloud.com/channels/lantian/SXshangyu2/720p.m3u8?zzhed
204.06ms,吉林卫视,http://116.162.6.192/4403-txt.otvstream.otvcloud.com/otv/skcc/live/channel20/1300.m3u8
203.08ms,山东卫视,http://36.40.237.92:9999/tsfile/live/0143_2.m3u8?key=txiptv&playlive=0&authid=0
377.27ms,CCTV17,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8
395.24ms,哒啵电竞,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000003000000066/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000003000000066&IASHttpSessionId=OTT19019320240419154124000281
1153.13ms,CCTV3,http://223.159.9.13:8099/tsfile/live/0003_1.m3u8?key=txiptv&playlive=0&authid=0
419.05ms,劲爆体育,https://live.goodiptv.club/api/bestv.php?id=jbtyhd8m/8000000
280.48ms,TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/chunklist0.m3u8
2448.66ms,「虎牙」DOTA2,http://live.iill.top/huya.php?id=660118
398.97ms,广西卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226549/index.m3u8
1211.03ms,Music876年代音乐电台,https://fanmingming.com/fm?id=1277
660.99ms,黑龙江卫视,http://58.51.111.46:1111/tsfile/live/1031_1.m3u8?key=txiptv&playlive=1&authid=0
226.18ms,CCTV6,http://124.165.251.82:9999/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
465.32ms,CCTV世界地理,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN638077a61f4f3/index.m3u8?AuthInfo=toEYVdLfxymUP2l9NZpQIxzzxEhTjOtZryLHMXreoGJ1P%2BMWIbO7dcr69BOnWr6VtCf%2FZIGsCvoR9H9LBuL%2Bb%2BgUMie3w0VElI8jl5lx%2Fxs
162.18ms,湖南都市,http://118.248.168.109:8088/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
1234.66ms,东方卫视,http://61.184.128.243:1111/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
158.79ms,江苏卫视,http://118.248.168.109:8088/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
419.45ms,湖南教育,http://222.241.154.37:9901/tsfile/live/23027_1.m3u8
150.58ms,湖南卫视,http://175.10.228.235:8081/tsfile/live/0017_1.m3u8?key=txiptv&playlive=1&authid=0
684.85ms,半岛新闻「英语」,https://live-hls-web-aje.getaj.net/AJE/02.m3u8?zshijdp
5653.22ms,动漫•1「解说」,http://live.iill.top/huya.php?id=19757963
603.63ms,安徽卫视,http://58.51.111.46:1111/tsfile/live/1025_1.m3u8?key=txiptv&playlive=1&authid=0
238.83ms,民视新闻,http://38.64.72.148:80/hls/modn/list/4012/chunklist0.m3u8
6275.82ms,「斗鱼」和平精英,http://live.iill.top/douyu.php?id=999
443.45ms,陕西卫视,http://116.162.6.192/4403-txt.otvstream.otvcloud.com/otv/skcc/live/channel55/1300.m3u8
394.49ms,湖南卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226307/index.m3u8
1490.12ms,鹿鼎记,https://live.metshop.top/yy/1354658049
216.85ms,CCTV13,http://124.165.251.82:9999/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
159.98ms,广东卫视,http://118.248.168.109:8088/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0
347.26ms,七彩戏剧,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000002000000010/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000010&IASHttpSessionId=OTT19019320240419154124000281
368.30ms,CCTV11,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226565/index.m3u8
182.56ms,辽宁卫视,http://61.184.128.243:1111/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
397.90ms,CCTV9,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225676/index.m3u8
159.80ms,CCTV10,http://223.159.9.13:8099/tsfile/live/0010_1.m3u8?key=txiptv&playlive=0&authid=0
161.30ms,金鹰纪实,http://124.228.160.94:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
161.33ms,浙江卫视,http://223.151.51.74:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
439.18ms,山东卫视,https://live.goodiptv.club/api/bestv.php?id=sdws8m/8000000
203.37ms,CCTV12,http://221.205.129.153:9999/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
402.80ms,热门综艺,https://live.goodiptv.club/api/bestv.php?id=rmzy8m/8000000
145.98ms,湖南教育,http://223.159.9.13:8099/tsfile/live/1008_1.m3u8?key=txiptv&playlive=0&authid=0
1245.52ms,上海戏曲广播,https://fanmingming.com/fm?id=1314
1139.52ms,广东卫视,http://117.27.190.42:9998/tsfile/live/23270_1.m3u8?key=txiptv&playlive=1&authid=0
225.77ms,CCTV1,http://36.40.237.92:9999/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0
227.21ms,金鹰卡通,http://111.225.113.145:808/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&authid=0
1086.62ms,义乌新闻综合,https://44911.hlsplay.aodianyun.com/tv_radio_44911/tv_channel_1796.m3u8?auth_key=4830573978-0-0-92824c2c03f95906a3c49a4aa28f1709&extra_key=Yc1XsmxOKy2UBoPM4Wy5vCPsEYqnj06taCR2SRB2Xrg2w28NPilH03KdIbbM5wgSql-VBohSnoO9AOKl94q2t2DWMftz-XB-2qUX-UjXcS80StcSZahBFjrKLivXaRjiY5r2NOMKWMKFbv-S0Bz2G6iEXgCK8yGjtrFHDcPfAQEE0pvXq0Bwy34b7We8zARN&ali_ffmpeg_version=mpengine
3491.68ms,平凡岁月,https://live.metshop.top/yy/1382745117
440.10ms,广东卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8
190.78ms,CCTV11,http://223.159.9.13:8099/tsfile/live/0011_1.m3u8?key=txiptv&playlive=0&authid=0
395.23ms,CCTV10,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226473/index.m3u8
1229.01ms,浦江之声广播,https://fanmingming.com/fm?id=1317
204.13ms,青海卫视,http://123.138.216.44:9902/tsfile/live/0140_1.m3u8?key=txiptv&playlive=1&authid=0
204.79ms,四川卫视,http://124.165.251.82:9999/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
227.85ms,CCTV12,http://36.40.237.92:9999/tsfile/live/0012_1.m3u8?key=txiptv&playlive=0&authid=0
171.75ms,优漫卡通,http://175.10.228.235:8081/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
222.20ms,海南卫视,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8
212.95ms,CCTV4,http://61.184.128.243:1111/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
377.40ms,CCTV央视台球,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN6380775932cff/index.m3u8?AuthInfo=toEYVdLfxymUP2l9NZpQIxzzxEhTjOtZryLHMXreoGIhhbZzYqwcgjvvRZLVRTRUXFxC%2BlDuTkdKHPnzcR1DomGVyhFGbQRmDDrX7x%2FDZL0
405.91ms,CCTV5+,http://222.241.154.37:9901/tsfile/live/23018_1.m3u8?key=txiptv&playlive=1&authid=0
579.31ms,四川卫视,http://58.51.111.46:1111/tsfile/live/1037_1.m3u8?key=txiptv&playlive=1&authid=0
1138.84ms,「斗鱼」火影忍者,http://live.iill.top/douyu.php?id=1997723
435.57ms,深圳卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/index.m3u8
170.88ms,江西卫视,http://124.228.160.94:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
205.87ms,CCTV5,http://123.138.216.44:9902/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
1717.93ms,Love Radio,https://fanmingming.com/fm?id=1313
251.30ms,TVBS亚洲,http://38.64.72.148/hls/modn/list/4005/playlist.m3u8
222.92ms,CCTV4,http://171.117.29.144:9999/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
363.69ms,上海纪实,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225738/index.m3u8
404.62ms,CCTV11,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226565/index.m3u8
426.00ms,东方卫视,https://live.goodiptv.club/api/bestv.php?id=dfwshd8m/8000000
186.10ms,广西卫视,http://223.151.51.74:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
452.67ms,东方卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226345/index.m3u8
467.40ms,四川卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/index.m3u8
706.54ms,浙江国际,http://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8
244.30ms,CCTV8K,http://159.75.85.63:8654/xx8k50fps.php
389.17ms,五星体育,http://[2409:8087:5e08:24::15]:6610/000000001000/2000000002000000007/index.m3u8?IAS
500.30ms,江西卫视,http://222.241.154.37:9901/tsfile/live/23034_1.m3u8?key=txiptv&playlive=1&authid=0
24535.42ms,内蒙经济,https://livestream-bt.nmtv.cn/nmtv/2317general.m3u8?txSecret=8e4b7cf6a2c8a75f74aef1a8a07cef43&txTime=771E8800
428.52ms,广东卫视,https://live.goodiptv.club/api/bestv.php?id=gdwshd8m/8000000
179.35ms,重庆卫视,http://117.27.190.42:9998/tsfile/live/23254_1.m3u8?key=txiptv&playlive=1&authid=0
453.57ms,CCTV8,https://live.goodiptv.club/api/bestv.php?id=cctv8hd8m/8000000
250.44ms,民視新聞,http://38.64.72.148/hls/modn/list/4012/chunklist0.m3u8
173.58ms,安徽卫视,http://115.149.139.141:10001/tsfile/live/1025_1.m3u8
1898.52ms,轻松调频,https://fanmingming.com/fm?id=689
423.72ms,贵州卫视,https://live.goodiptv.club/api/bestv.php?id=gzwshd8m/8000000
138.20ms,CCTV8,http://118.248.168.109:8088/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
2116.96ms,「B站」CS_2,http://live.iill.top/bilibili.php?id=21622811
178.12ms,海南卫视,http://175.10.228.235:8081/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
1681.16ms,美国CNN,https://i.mjh.nz/SamsungTVPlus/GBBD8000016N.m3u8
363.92ms,CCTV10,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226473/index.m3u8
384.99ms,山西卫视,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000318/index.m3u8?IAS
567.64ms,湖北卫视,http://58.51.111.46:1111/tsfile/live/1018_1.m3u8?key=txiptv&playlive=1&authid=0
514.34ms,山东卫视,http://58.51.111.46:1111/tsfile/live/1030_1.m3u8?key=txiptv&playlive=1&authid=0
1353.32ms,延边卫视,http://live.ybtvyun.com/video/s10006-44f040627ca1/index.m3u8
157.59ms,金鹰卡通,http://223.159.9.13:8099/tsfile/live/1005_1.m3u8?key=txiptv&playlive=0&authid=0
342.50ms,湖北公共,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN6380726d0ee3b/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUUAdKgLqNB5aOAUhcp5CeNKgjpyhD%2FJd6SZjkcHAKXbsjwotAY57dianC4%2ByY7artm7J7F4GFO6G99D0bYMJRxI
766.45ms,青海卫视,http://stream.qhbtv.com/qhws/playlist.m3u8
490.56ms,CCTV10,http://222.241.154.37:9901/tsfile/live/23010_1.m3u8?key=txiptv&playlive=1&authid=0
2378.32ms,七龙珠「动漫」,http://live.iill.top/huya.php?id=11601966
346.35ms,CCTV9,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8
408.01ms,西藏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225638/index.m3u8
1347.22ms,知否知否应是绿肥红瘦,https://live.metshop.top/yy/21881901
350.41ms,安徽卫视,http://116.162.6.192/4403-txt.otvstream.otvcloud.com/otv/skcc/live/channel23/2300.m3u8
4087.22ms,钟馗传说,https://live.metshop.top/yy/1382736839
383.52ms,吉林卫视,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226397/index.m3u8
244.39ms,河南卫视,http://112.235.202.214:9901/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0
183.87ms,CCTV3,http://175.10.228.235:8081/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
687.45ms,纬来体育,https://cloud.yumixiu768.com/tmp/123.m3u8
671.12ms,拆弹专家2,https://vip.ffzy-online.com/20221015/722_e32c42bc/index.m3u8
208.52ms,康巴卫视,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225660/index.m3u8
150.35ms,湖南都市,http://175.10.228.235:8081/tsfile/live/0018_1.m3u8?key=txiptv&playlive=1&authid=0
388.71ms,CCTV10,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225730/index.m3u8
1687.04ms,辽宁卫视,http://58.51.111.46:1111/tsfile/live/1029_1.m3u8?key=txiptv&playlive=1&authid=0
2706.11ms,灌篮高手,https://live.metshop.top/yy/1382735626
354.12ms,西藏卫视,http://[2409:8087:5e01:34::23]:6610/ZTE_CMS/00000001000000060000000000000317/index.m3u8?IAS
372.81ms,CCTV15,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226476/index.m3u8
2434.87ms,耀舞长安,https://live.metshop.top/yy/1382741640
1163.83ms,「斗鱼」DOTA2,http://live.iill.top/douyu.php?id=3811559
176.97ms,湖南卫视,http://223.151.51.74:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
355.64ms,余姚新闻综合,http://l.cztvcloud.com/channels/lantian/SXyuyao1/720p.m3u8?zzhed
404.60ms,安徽卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226391/index.m3u8
151.71ms,CCTV12,http://175.10.228.235:8081/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
404.37ms,春晚05,https://txmov2.a.kwimgs.com/bs3/video-hls/5254012008863954469_hlshd15.m3u8
310.29ms,贵州卫视,http://61.184.128.243:1111/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0
172.85ms,CCTV14,http://175.10.228.235:8081/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
697.44ms,法·24台,http://tv.balkanweb.com/news24/livestream/playlist.m3u8
193.30ms,贵州卫视,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226474/index.m3u8
1170.95ms,CCTV13,https://event.pull.hebtv.com/jishi/cp4.m3u8
899.37ms,李连杰,http://zby.xjqxz.top/lljdy/live.m3u8
427.33ms,金牌综艺,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225666/index.m3u8
67.68ms,春晚88,https://txmov2.a.kwimgs.com/bs3/video-hls/5216575810935394655_hlsb.m3u8
840.04ms,大湾区之声,https://fanmingming.com/fm?id=645
326.48ms,CCTV2,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226540/index.m3u8
433.43ms,CCTV1,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226476/index.m3u8
352.17ms,CCTV5+,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN63872908d48f9/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUSBx06ZL9Bo6JOM%2BSTjxZRK254G1jtietGzDaHvFNRtjXOvFnbf%2BTao33JqYlfMYYn2z3agOn9gvNMT9KmBaR9o
178.24ms,CCTV11,http://118.248.168.109:8088/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
230.23ms,倩女幽魂妖魔道,http://jsmov2.a.yximgs.com/bs3/video-hls/5232901391302199073_hlsb.m3u8
1760.79ms,「虎牙」英雄联盟_𝟚,http://live.iill.top/huya.php?id=660001
353.69ms,春晚99,https://txmov2.a.kwimgs.com/bs3/video-hls/5258234133675308186_hlshd15.m3u8
381.33ms,CHC影迷电影,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN6380764b172c9/index.m3u8?m3u8_level=2
1378.80ms,萧山新闻综合,http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8?zzhed
142.27ms,贵州卫视,http://124.228.160.94:9901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0
282.42ms,倩女幽魂人间道,http://jsmov2.a.yximgs.com/bs3/video-hls/5250634317044855747_hlsb.m3u8
376.10ms,CCTV17,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN638728afa13b4/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUdDh4EPdDnvGlSBkYaxFdaz%2FyAI9to%2FMBBt%2FivcdSfljJ1%2FqqamWUjAiBAxNssfyBlZUDSXAIMtStS86hRHFuJM
689.67ms,江苏卫视,http://58.51.111.46:1111/tsfile/live/1023_1.m3u8?key=txiptv&playlive=1&authid=0
388.46ms,东方卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226345/index.m3u8
189.98ms,求索动物,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000004000000009/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000004000000009&IASHttpSessionId=OTT19019320240419154124000281
255.70ms,CCTV14,http://124.165.251.82:9999/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
403.22ms,CCTV11,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226565/index.m3u8
378.72ms,黑龙江卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226327/index.m3u8
416.38ms,厦门卫视,http://[2409:8087:5e01:34::22]:6610/ZTE_CMS/00000001000000060000000000000193/index.m3u8?IAS
463.18ms,CCTV14,https://live.goodiptv.club/api/bestv.php?id=cctvsehd8m/8000000
174.78ms,CCTV9,http://124.228.160.94:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
346.70ms,重庆卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226409/index.m3u8
2200.29ms,「B站」王者荣耀_𝟚,http://live.iill.top/bilibili.php?id=21654762
126.50ms,三立戏剧,http://61.221.215.25:8800/hls/41/index.m3u8
3703.17ms,解说_阿斗说电影,https://live.metshop.top/huya/13303478
1666.07ms,沸点100-MIX,https://fanmingming.com/fm?id=1318
182.07ms,浙江卫视,http://175.10.228.235:8081/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
863.27ms,年代音乐959,https://fanmingming.com/fm?id=2399
356.75ms,河南卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226480/index.m3u8
795.11ms,上虞新闻综合,http://l.cztvcloud.com/channels/lantian/SXshangyu1/720p.m3u8?zzhed
176.56ms,黑龙江卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226327/index.m3u8
1185.80ms,河北卫视,http://175.10.228.235:8081/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0
470.18ms,足球高清,https://live.goodiptv.club/api/bestv.php?id=zqpd8m/8000000
304.04ms,凤凰中文,http://116.162.6.192/1.v.smtcdns.net/qctv.fengshows.cn/live/0701pcc72.m3u8
406.03ms,CCTV11,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226565/index.m3u8
695.38ms,吉林卫视,http://58.51.111.46:1111/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0
589.16ms,浙江教科影院,http://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
349.92ms,四川卫视,http://61.184.128.243:1111/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
275.92ms,东方卫视,http://171.118.223.183:9999/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
446.26ms,CCTV4,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN5000037BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUSpr1AVNI633ampcuzdN%2BfH0ZQXwaiVktPr6ILPKXqwOUC2ZXft7ZULN6h9qLQPFOTSlVTfophiKaMb8h1kPV74
443.71ms,CCTV13,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226571/index.m3u8
184.38ms,CCTV7,http://223.159.9.13:8099/tsfile/live/0007_1.m3u8?key=txiptv&playlive=0&authid=0
280.57ms,CCTV10,http://61.184.128.243:1111/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
545.88ms,内蒙农牧,https://livestream-bt.nmtv.cn/nmtv/2320general.m3u8?txSecret=b5e44fcd9473993661f17746112ad1b7&txTime=771E8800
203.65ms,春晚14,https://txmov2.a.kwimgs.com/bs3/video-hls/5245286283437869627_hlshd15.m3u8
220.00ms,山东教育卫视,http://[2409:8087:1a0a:df::402e]/wh7f454c46tw2754383805_-1220934996/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225655/index.m3u8?icpid=88888888&RTS=1713110589&from=4&hms_devid=1103&online=1713110589&vqe=3
393.21ms,天津卫视,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN3450000BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUZnlX6d6Ukio1jy49XlNnaUAmpLefguRLiOPXiDRWhxHtqJ1Caox489JiEKddi6MNiecVT4WDzN0xwhlk8OSvQg
272.70ms,CCTV7,http://171.117.29.144:9999/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
315.09ms,河北卫视,http://36.40.237.92:9999/tsfile/live/0135_2.m3u8?key=txiptv&playlive=0&authid=0
169.94ms,CCTV11,http://175.10.228.235:8081/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
166.16ms,湖南娱乐,http://175.10.228.235:8081/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
124.43ms,湖南卫视,http://223.112.219.174:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
