综合,#genre#
CCTV5+[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.101:4056
CCTV5-HEVC-AAC[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.1.6:4056
CCTV5体育[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.133:4056
CCTV6-HEVC-AAC[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.1.7:4056
CCTV6电影AC3[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.233:4056
CCTV7-HEVC-AAC[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.1.8:4056
CCTV7国防军事DD5.1[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.116:4056
CCTV8-HEVC-AAC[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.1.9:4056
CCTV8电视剧AC3[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.234:4056
CCTV9-HEVC-AAC[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.1.10:4056
CCTV9纪录DD5.1[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.117:4056
CCTV10-HEVC-AAC[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.1.11:4056
CCTV10科教DD5.1[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.118:4056
CCTV11-HEVC-AAC[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.1.12:4056
CCTV11戏曲DD5.1[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.229:4056
CCTV12-HEVC-AAC[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.1.13:4056
CCTV12社会与法DD5.1[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.119:4056
CCTV13-HEVC-AAC[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.1.14:4056
CCTV13新闻DD5.1[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.206:4056
CCTV14-HEVC-AAC[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.1.15:4056
CCTV14少儿DD5.1[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.120:4056
CCTV15-HEVC-AAC[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.1.16:4056
CCTV15体育AC3[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.232:4056
CCTV15音乐DD5.1[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.230:4056
CCTV16奥林匹克[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.142:4056
CCTV17-HEVC-AAC[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.1.19:4056
CCTV17农业农村DD5.1[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.228:4056
CETV-1-H264-AAC[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.1.60:4056
CETV-4-AC3[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.188:4056
CETV1[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.92:4056
CHC动作电影[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.239:4056
CHC家庭影院[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.238:4056
CHC高清电影[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.240:4056
东南卫视-HEVC-AAC[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.1.34:4056
东南卫视[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.215:4056
东方卫视-HEVC-AAC[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.1.23:4056
东方卫视[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.111:4056
云南卫视-H264-AAC[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.1.42:4056
五星体育[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.184:4056
北京卫视-HEVC-AAC[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.1.24:4056
北京卫视DD5.1[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.109:4056
北海新闻综合[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.154:4056
南宁公共[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.141:4056
南宁影视娱乐[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.140:4056
南宁文旅生活[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.139:4056
南宁新闻综合[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.241:4056
吉林卫视-H264-AAC[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.1.50:4056
吉林卫视AC3[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.143:4056
和平游戏直播频道[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.201:4056
四川卫视-HEVC-AAC[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.1.39:4056
四川卫视DD5.1-384K[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.130:4056
天津卫视-HEVC-AAC[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.1.28:4056
天津卫视[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.113:4056
安徽卫视-HEVC-AAC[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.1.36:4056
安徽卫视AC3[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.211:4056
容县电视台[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.194:4056
百事通,http://www.dsmcloud.top:8888/udp/239.81.0.178:4056
百事通4k,http://www.dsmcloud.top:8888/udp/239.81.0.01:4056
山东卫视-HEVC-AAC[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.1.30:4056
山东卫视[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.114:4056
广东卫视-HEVC-AAC[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.1.21:4056
广东卫视DD5.1[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.104:4056
广告[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.124:4056
广西IPTV[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.203:4056
广西IPTV[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.208:4056
广西卫视AC3-512[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.107:4056
广西影视[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.250:4056
广西新闻[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.248:4056
广西综艺旅游[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.214:4056
广西都市[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.247:4056
防城港新闻综合[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.151:4056
贵港新闻综合[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.172:4056
来宾综合[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.173:4056
柳州新闻综合[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.175:4056
玉林,http://www.dsmcloud.top:8888/udp/239.81.0.177:4056
桂林新闻综合[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.174:4056
梧州新闻综合[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.176:4056
求索|纪录[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.153:4056
江苏卫视-HEVC-AAC[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.1.26:4056
江苏卫视DD5.1[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.106:4056
江西卫视-HEVC-AAC[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.1.38:4056
江西卫视AC3[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.204:4056
河北卫视-HEVC-AAC[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.1.32:4056
河北卫视DD5.1[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.94:4056
河南卫视-H264-AAC[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.1.41:4056
河池新闻综合[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.168:4056
浙江卫视-HEVC-AAC[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.1.25:4056
浙江卫视DD5.1[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.108:4056
海南卫视-H264-AAC[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.1.45:4056
深圳卫视-HEVC-AAC[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.1.27:4056
深圳卫视[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.103:4056
湖北卫视-HEVC-AAC[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.1.29:4056
湖北卫视[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.112:4056
湖南卫视-HEVC-AAC[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.1.22:4056
湖南卫视DD5.1[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.110:4056
灵山县电视台[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.189:4056
玉林新闻综合[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.177:4056
王者游戏直播频道[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.202:4056
甘肃卫视[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.207:4056
百事测试[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.178:4056
百事测试[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.179:4056
百事测试[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.180:4056
百事测试[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.183:4056
百事测试[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.185:4056
百事测试[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.186:4056
百色综合[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.150:4056
睛彩广场舞[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.193:4056
睛彩竞技（试播）[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.190:4056
睛彩篮球[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.191:4056
睛彩羽毛球[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.192:4056
精彩|影视[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.152:4056
纪实人文-H264-AAC[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.1.70:4056
纪实科教-H264-AAC[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.1.69:4056
芒果TV[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.100:4056
贵州卫视-HEVC-AAC[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.1.33:4056
贵州卫视[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.95:4056
贺州综合[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.163:4056
辽宁卫视-HEVC-AAC[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.1.35:4056
辽宁卫视AC3[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.210:4056
重庆卫视-H264-AAC[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.1.44:4056
金鹰卡通DD5.1[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.148:4056
金鹰纪实[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.91:4056
黑龙江卫视-HEVC-AAC[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.1.31:4056
黑龙江卫视[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.105:4056
钦州综合[1920*1080],http://www.dsmcloud.top:8888/udp/239.81.0.164:4056
河池新闻,http://www.dsmcloud.top:8888/udp/239.81.0.168:4056
贵港,http://www.dsmcloud.top:8888/udp/239.81.0.172:4056
来宾,http://www.dsmcloud.top:8888/udp/239.81.0.173:4056
未知,http://www.dsmcloud.top:8888/udp/239.81.0.174:4056
未知1,http://www.dsmcloud.top:8888/udp/239.81.0.175:4056
未知2,http://www.dsmcloud.top:8888/udp/239.81.0.176:4056


📽小地方,#genre#
宁夏卫视,https://hls.ningxiahuangheyun.com/live/nxws1M.m3u8
经济,https://hls.ningxiahuangheyun.com/live/nxjj1M.m3u8
公共,https://hls.ningxiahuangheyun.com/live/nxgg1M.m3u8
文旅,https://hls.ningxiahuangheyun.com/live/nxwl1M.m3u8
少儿,https://hls.ningxiahuangheyun.com/live/nxse1M.m3u8
吴忠综合,http://live.kanwz.net/zhpd/sd/live.m3u8
吴忠公共,http://live.kanwz.net/ggpd/sd/live.m3u8
青铜峡公共,http://pili-live-hdl.nxdzsh.com/qtxdst/qtx.m3u8
中宁综合,http://livepgc.cmc.ningxiahuangheyun.com/pgc/264a150c19de6a078f2b67fee2fa14fa.m3u8
吴忠公共,http://live.kanwz.net/ggpd/sd/live.m3u8?zningxd
吴忠综合,http://live.kanwz.net/zhpd/sd/live.m3u8?zningxd
宁夏卫视,https://hls.ningxiahuangheyun.com/live/nxws1M.m3u8
宁夏经济,https://hls.ningxiahuangheyun.com/live/nxjj1M.m3u8
宁夏公共,https://hls.ningxiahuangheyun.com/live/nxgg1M.m3u8
宁夏文旅,https://hls.ningxiahuangheyun.com/live/nxwl1M.m3u8
宁夏少儿,https://hls.ningxiahuangheyun.com/live/nxse1M.m3u8
银川公共,http://play-a2.quklive.com/live/1667883943560053.m3u8
银川生活,http://play-a2.quklive.com/live/1667883987087179.m3u8
银川文体,http://play-a2.quklive.com/live/1667884025738071.m3u8
吴忠综合,http://live.kanwz.net/zhpd/sd/live.m3u8
吴忠公共,http://live.kanwz.net/ggpd/sd/live.m3u8
青铜峡公共,http://pili-live-hdl.nxdzsh.com/qtxdst/qtx.m3u8
中宁综合,http://livepgc.cmc.ningxiahuangheyun.com/pgc/264a150c19de6a078f2b67fee2fa14fa.m3u8
宁夏｜吴忠公共,http://live.kanwz.net/ggpd/sd/live.m3u8?zningxd 
宁夏｜吴忠综合,http://live.kanwz.net/zhpd/sd/live.m3u8?zningxd 
义乌新闻综合,https://44911.hlsplay.aodianyun.com/tv_radio_44911/tv_channel_1796.m3u8?auth_key=4830573978-0-0-92824c2c03f95906a3c49a4aa28f1709&extra_key=Yc1XsmxOKy2UBoPM4Wy5vCPsEYqnj06taCR2SRB2Xrg2w28NPilH03KdIbbM5wgSql-VBohSnoO9AOKl94q2t2DWMftz-XB-2qUX-UjXcS80StcSZahBFjrKLivXaRjiY5r2NOMKWMKFbv-S0Bz2G6iEXgCK8yGjtrFHDcPfAQEE0pvXq0Bwy34b7We8zARN&ali_ffmpeg_version=mpengine
浙江钱江都市,http://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8
浙江经济生活,http://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8
浙江教科影院,http://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
浙江民生休闲,http://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8
浙江新闻,http://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8
浙江少儿,http://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
中国蓝新闻,http://ali-m-l.cztv.com/channels/lantian/channel009/1080p.m3u8
浙江国际,http://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8
数码时代,http://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8
武义新闻综合,http://l.cztvcloud.com/channels/lantian/SXwuyi1/720p.m3u8?zzhed
平湖新闻综合,http://l.cztvcloud.com/channels/lantian/SXpinghu1/720p.m3u8?zzhed
平湖民生休闲,http://l.cztvcloud.com/channels/lantian/SXpinghu2/720p.m3u8?zzhed
萧山新闻综合,http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8?zzhed
萧山生活频道,http://l.cztvcloud.com/channels/lantian/SXxiaoshan2/720p.m3u8?zzhed
淳安电视台,https://wtmtyoutlive.watonemt.com/f2p7vq/lf76v9.m3u8?zzhed
淳安电视台,https://wtmtylive.yunshicloud.com/tbziu1/ad592j.m3u8?zzhed
余杭综合频道,http://l.cztvcloud.com/channels/lantian/SXyuhang1/720p.m3u8?zzhed
余杭未来E频道,http://l.cztvcloud.com/channels/lantian/SXyuhang3/720p.m3u8?zzhed
余姚新闻综合,http://l.cztvcloud.com/channels/lantian/SXyuyao1/720p.m3u8?zzhed
余姚姚江文化,http://l.cztvcloud.com/channels/lantian/SXyuyao3/720p.m3u8?zzhed
嵊州新闻综合,http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8?zzhed
嵊州新闻综合,https://hlsv2.quklive.com/live/1626935015913208/index.m3u8?zzhed
诸暨新闻综合,http://l.cztvcloud.com/channels/lantian/SXzhuji3/720p.m3u8?zzhed
上虞新闻综合,http://l.cztvcloud.com/channels/lantian/SXshangyu1/720p.m3u8?zzhed
上虞文化影院,http://l.cztvcloud.com/channels/lantian/SXshangyu2/720p.m3u8?zzhed
上虞新商都,http://l.cztvcloud.com/channels/lantian/SXshangyu3/720p.m3u8?zzhed
海宁新闻综合,http://live.hndachao.cn/xwzh/sd/live.m3u8?zzhed
海宁生活服务,http://live.hndachao.cn/shfw/sd/live.m3u8?zzhed
兰溪新闻综合,http://l.cztvcloud.com/channels/lantian/SXlanxi1/720p.m3u8?zzhed

🇭🇰香港卫视频道,#genre#
鳳凰中文,http://aktv.top/AKTV/live/aktv/null-3/AKTV.m3u8 
鳳凰資訊,http://aktv.top/AKTV/live/aktv/null-4/AKTV.m3u8
鳳凰香港,http://aktv.top/AKTV/live/aktv/null-5/AKTV.m3u8 
TVB翡翠,http://cdn9.1689.us.kg/smt1.1.php?id=jade_twn
TVB星河,http://cdn9.1689.us.kg/smt1.1.php?id=Xinhe
香港33台,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream03/streamPlaylist.m3u8
香港34台,https://rthktv34-live.akamaized.net/hls/live/2101642/RTHKTV34/stream02/streamPlaylist.m3u8
香港35台,https://rthktv35-live.akamaized.net/hls/live/2101643/RTHKTV35/stream02/streamPlaylist.m3u8
星空卫视,http://171.108.239.79:8181/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
星空卫视,http://wouu.net:9977/udp/239.93.0.156:2193
人间卫视,http://61.216.67.119:1935/bltvhd/bltv1/chunklist_w1266569526.m3u8
香港明珠,http://grandprix2023.asuscomm.com:8892/bysid/2
美亞電影,http://50.7.234.10:8278/meiyamovie_twn/playlist.m3u8?tid=MC6C9419277694192776&ct=19234&tsum=43f9d2e13c7cbbce7e5c5ec94fa38750
美亞電影,http://50.7.234.10:8278/meiyamovie_twn/playlist.m3u8?tid=MFDF2848449728484497&ct=19211&tsum=f65f39620c24fee2e633c4727cc48727
翡翠台,http://php.jdshipin.com:8880/smt.php?id=jade_twn

🇨🇳湾湾频道,#genre#
TVBSNEWS,http://61.221.215.25:8800/hls/9/index.m3u8
TVBS-新聞台,http://aktv.top/AKTV/live/aktv/tvbs-1/AKTV.m3u8
中天新聞台,http://aktv.top/AKTV/live/aktv/null-8/AKTV.m3u8
寰宇新聞台,http://aktv.top/AKTV/live/aktv/null-9/AKTV.m3u8
民視第一,http://37.27.111.214:8080/live/4/hls.m3u8
民視台灣,http://37.27.111.214:8080/live/5/hls.m3u8
無線新聞台,http://aktv.top/AKTV/live/aktv/null-1/AKTV.m3u8
星空卫视,http://wouu.net:9977/udp/239.93.0.156:2193
纬来精彩,http://61.221.215.25:8800/hls/48/index.m3u8
探索亚洲,http://61.221.215.25:8800/hls/50/index.m3u8
动物星球,http://61.221.215.25:8800/hls/57/index.m3u8

📽咪咕直播,#genre#
人民铁道,http://39.162.27.11:8081/newlive/live/hls/2/live.m3u8
郑铁频道,http://39.162.27.11:8081/newlive/live/hls/1/live.m3u8

📡咪咕频道,#genre#
CCTV1,http://tvbox6.icu/tv/migu.php?id=cctv1
CCTV2,http://tvbox6.icu/tv/migu.php?id=cctv2
CCTV3,http://tvbox6.icu/tv/migu.php?id=cctv3
CCTV4,http://tvbox6.icu/tv/migu.php?id=cctv4
CCTV4美洲,http://tvbox6.icu/tv/migu.php?id=cctv4a
CCTV4欧洲,http://tvbox6.icu/tv/migu.php?id=cctv4o
CCTV5,http://tvbox6.icu/tv/migu.php?id=cctv5
CCTV5+,http://tvbox6.icu/tv/migu.php?id=cctv5p
CCTV6,http://tvbox6.icu/tv/migu.php?id=cctv6
CCTV7,http://tvbox6.icu/tv/migu.php?id=cctv7
CCTV8,http://tvbox6.icu/tv/migu.php?id=cctv8
CCTV9,http://tvbox6.icu/tv/migu.php?id=cctv9
CCTV10,http://tvbox6.icu/tv/migu.php?id=cctv10
CCTV11,http://tvbox6.icu/tv/migu.php?id=cctv11
CCTV12,http://tvbox6.icu/tv/migu.php?id=cctv12
CCTV13,http://tvbox6.icu/tv/migu.php?id=cctv13
CCTV14,http://tvbox6.icu/tv/migu.php?id=cctv14
CCTV15,http://tvbox6.icu/tv/migu.php?id=cctv15
CCTV17,http://tvbox6.icu/tv/migu.php?id=cctv17
CCTV发现之旅,http://tvbox6.icu/tv/migu.php?id=fxzl
CCTV老故事,http://tvbox6.icu/tv/migu.php?id=lgs
CCTV中学生,http://tvbox6.icu/tv/migu.php?id=zxs
CGTN,http://tvbox6.icu/tv/migu.php?id=cgtn
CGTN纪录,http://tvbox6.icu/tv/migu.php?id=cgtnjl
CCTV西班牙语,http://tvbox6.icu/tv/migu.php?id=cgtne
CCTV法语,http://tvbox6.icu/tv/migu.php?id=cgtnf
CCTV阿拉伯语,http://tvbox6.icu/tv/migu.php?id=cgtna
CCTV俄语,http://tvbox6.icu/tv/migu.php?id=cgtnr
东方卫视,http://tvbox6.icu/tv/migu.php?id=dfws
重庆卫视,http://tvbox6.icu/tv/migu.php?id=cqws
吉林卫视,http://tvbox6.icu/tv/migu.php?id=jlws
辽宁卫视,http://tvbox6.icu/tv/migu.php?id=lnws
内蒙古卫视,http://tvbox6.icu/tv/migu.php?id=nmws
宁夏卫视,http://tvbox6.icu/tv/migu.php?id=nxws
甘肃卫视,http://tvbox6.icu/tv/migu.php?id=gsws
青海卫视,http://tvbox6.icu/tv/migu.php?id=qhws
陕西卫视,http://tvbox6.icu/tv/migu.php?id=sxws
山东卫视,http://tvbox6.icu/tv/migu.php?id=sdws
河南卫视,http://tvbox6.icu/tv/migu.php?id=hnws
湖北卫视,http://tvbox6.icu/tv/migu.php?id=hubws
湖南卫视,http://tvbox6.icu/tv/migu.php?id=hunws
江西卫视,http://tvbox6.icu/tv/migu.php?id=jxws
江苏卫视,http://tvbox6.icu/tv/migu.php?id=jsws
东南卫视x,http://tvbox6.icu/tv/migu.php?id=dnws
海峡卫视,http://tvbox6.icu/tv/migu.php?id=hxws
广东卫视,http://tvbox6.icu/tv/migu.php?id=gdws
大湾区卫视,http://tvbox6.icu/tv/migu.php?id=dwqws
广西卫视,http://tvbox6.icu/tv/migu.php?id=gxws
云南卫视,http://tvbox6.icu/tv/migu.php?id=ynws
贵州卫视,http://tvbox6.icu/tv/migu.php?id=gzws
新疆卫视,http://tvbox6.icu/tv/migu.php?id=xjws
西藏卫视,http://tvbox6.icu/tv/migu.php?id=xzws
海南卫视,http://tvbox6.icu/tv/migu.php?id=hinws
四海钓鱼,http://tvbox6.icu/tv/migu.php?id=shdy
CHC动作电影,http://tvbox6.icu/tv/migu.php?id=chcdzdy
CHC家庭影院,http://tvbox6.icu/tv/migu.php?id=chcjtdy
东方影视,http://tvbox6.icu/tv/migu.php?id=dfys
上海新闻综合,http://tvbox6.icu/tv/migu.php?id=shxwzh
上海第一财经,http://tvbox6.icu/tv/migu.php?id=dycj
上视纪实人文,http://tvbox6.icu/tv/migu.php?id=shjsrw
上海外语,http://tvbox6.icu/tv/migu.php?id=shics
法治天地,http://tvbox6.icu/tv/migu.php?id=fztd
劲爆体育,http://tvbox6.icu/tv/migu.php?id=jbty
魅力足球,http://tvbox6.icu/tv/migu.php?id=mlzq
乐游,http://tvbox6.icu/tv/migu.php?id=ly
欢笑剧场,http://tvbox6.icu/tv/migu.php?id=hxjc
七彩戏剧,http://tvbox6.icu/tv/migu.php?id=qcxj
游戏风云,http://tvbox6.icu/tv/migu.php?id=yxfy
临洮电视台,http://tvbox6.icu/tv/migu.php?id=lttv
江苏城市,http://tvbox6.icu/tv/migu.php?id=jscs
江苏综艺,http://tvbox6.icu/tv/migu.php?id=jszy
江苏影视,http://tvbox6.icu/tv/migu.php?id=jsys
江苏公共新闻,http://tvbox6.icu/tv/migu.php?id=jsggxw
江苏国际,http://tvbox6.icu/tv/migu.php?id=jsgj
江苏教育,http://tvbox6.icu/tv/migu.php?id=jsjy
江苏体育休闲,http://tvbox6.icu/tv/migu.php?id=jstyxx
优漫卡通,http://tvbox6.icu/tv/migu.php?id=ymkt
南京新闻综合,http://tvbox6.icu/tv/migu.php?id=njxwzh
南京教科,http://tvbox6.icu/tv/migu.php?id=njkj
南京十八,http://tvbox6.icu/tv/migu.php?id=njsb
淮安新闻综合,http://tvbox6.icu/tv/migu.php?id=haxwzh
连云港新闻综合,http://tvbox6.icu/tv/migu.php?id=lygxwzh
苏州新闻综合,http://tvbox6.icu/tv/migu.php?id=szxwzh
泰州新闻综合,http://tvbox6.icu/tv/migu.php?id=tzxwzh
宿迁新闻综合,http://tvbox6.icu/tv/migu.php?id=sqxwzh
徐州新闻综合,http://tvbox6.icu/tv/migu.php?id=xzxwzh
广东影视,http://tvbox6.icu/tv/migu.php?id=gdys



高清大片,http://tvbox6.icu/tv/migu.php?id=gqdp


经典深圳旁边电影,http://tvbox6.icu/tv/migu.php?id=jdxgdy
军事迷必看大片,http://tvbox6.icu/tv/migu.php?id=jsdp
历届春晚回顾,http://tvbox6.icu/tv/migu.php?id=ljcwhg
咪咕24小时体育台,http://tvbox6.icu/tv/migu.php?id=mg24hty
玫瑰轮播台,http://tvbox6.icu/tv/migu.php?id=mglbt

欧洲足球风云,http://tvbox6.icu/tv/migu.php?id=ozzqfy
全民乒乓,http://tvbox6.icu/tv/migu.php?id=qmpp
热剧联播,http://tvbox6.icu/tv/migu.php?id=rjlb
赛事最经典,http://tvbox6.icu/tv/migu.php?id=sszjd
体坛名栏汇,http://tvbox6.icu/tv/migu.php?id=ttmlh
新片放映厅,http://tvbox6.icu/tv/migu.php?id=xpfyt
熊猫1,http://tvbox6.icu/tv/migu.php?id=xm1
熊猫2,http://tvbox6.icu/tv/migu.php?id=xm2
熊猫3,http://tvbox6.icu/tv/migu.php?id=xm3
熊猫4,http://tvbox6.icu/tv/migu.php?id=xm4
熊猫5,http://tvbox6.icu/tv/migu.php?id=xm5
熊猫6,http://tvbox6.icu/tv/migu.php?id=xm6
熊猫7,http://tvbox6.icu/tv/migu.php?id=xm7
熊猫8,http://tvbox6.icu/tv/migu.php?id=xm8







 
















