🐼看电视呗,#genre#
咪咕直播-43,http://111.13.111.242/000000001000/3000000010000021904/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
咪咕直播-44,http://111.13.111.242/000000001000/3000000010000023434/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
咪咕直播-45,http://111.13.111.242/000000001000/3000000010000024205/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
咪咕直播-46,http://111.13.111.242/000000001000/3000000010000024691/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
咪咕直播-47,http://111.13.111.242/000000001000/3000000010000025380/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
咪咕直播-48,http://111.13.111.242/000000001000/3000000010000025943/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
咪咕直播-49,http://111.13.111.242/000000001000/3000000010000027318/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
咪咕直播-50,http://111.13.111.242/000000001000/3000000010000027638/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
咪咕直播-51,http://111.13.111.242/000000001000/3000000010000027691/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
咪咕直播-52,http://111.13.111.242/000000001000/3000000010000031669/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
咪咕直播-53,http://111.13.111.242/000000001000/3000000010000032106/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=
咪咕直播-1-4K,http://111.13.111.242/000000001000/3000000010000005180/index.m3u8?channel-id=FifastbLive&livemode=1&stbId=3&HlsProfileId=

纬来体育,rtmp://220.130.201.73/sat/tv721
纬来体育,http://hls.szsummer.cn/live/446035/playlist.m3u8?k=32f9ec7c13e4b390289143a8e1b2a898&t=1840341130
纬来体育,https://cloud.yumixiu768.com/tmp/123.m3u8
纬来体育,rtmp://f13h.mine.nu/sat/tv721

ELEVEN体育1,rtmp://f13h.mine.nu/sat/tv731$台湾中华电信
ELEVEN体育2,rtmp://f13h.mine.nu/sat/tv741$台湾中华电信
NBA TV,http://170.yfvodcdn.com:19980/live/nbaTV2/hls.m3u8
皇马RMTV,https://rmtv.akamaized.net/hls/live/2043153/rmtv-es-web/bitrate_3.m3u8
红牛极限运动,http://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_1660.m3u8
迪拜体育2,https://svs.itworkscdn.net/smc4sportslive/smc4.smil/playlist.m3u8

NOW体育1,http://60.30.198.43:5080/HK/nowty/hls.m3u8
NOW体育2,http://60.30.198.43:5080/HK/nowty2/hls.m3u8
NOW SPORTS1,http://220.246.126.166:9981/stream/channel/dc8db4742fcbe0da67fa417159b6fadd
美国摔跤,https://d2p372oxiwmcn1.cloudfront.net:443/hls/1080p/playlist.m3u8
摔跤格斗,https://d2p372oxiwmcn1.cloudfront.net/hls/1080p/playlist.m3u8
美国极限运动台,http://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_928.m3u8

MAT体育2,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/522/index.m3u8
天空体育1,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/15097/index.m3u8
天空体育2,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/7234/index.m3u8
天空体育3,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/7341/index.m3u8
天空体育4,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/7343/index.m3u8
天空体育5,http://a16e00c6.ucomist.net/iptv/UPKY3Y8BF6KNX8/2477/index.m3u8

🐼牡丹江移,#genre#
CCTV1,http://39.134.67.108/PLTV/88888888/224/3221225816/1.m3u8
CCTV2,http://39.134.67.108/PLTV/88888888/224/3221225599/1.m3u8
CCTV3,http://39.134.67.108/PLTV/88888888/224/3221225799/1.m3u8
CCTV4,http://39.134.67.108/PLTV/88888888/224/3221225797/1.m3u8
CCTV5,http://39.134.67.108/PLTV/88888888/224/3221225818/1.m3u8
CCTV5+,http://39.134.67.108/PLTV/88888888/224/3221225507/1.m3u8
CCTV6,http://39.134.67.108/PLTV/88888888/224/3221225814/1.m3u8
CCTV7,http://39.134.67.108/PLTV/88888888/224/3221225671/1.m3u8
CCTV8,http://39.134.67.108/PLTV/88888888/224/3221225795/1.m3u8
CCTV9,http://39.134.67.108/PLTV/88888888/224/3221225676/1.m3u8
CCTV10,http://39.134.67.108/PLTV/88888888/224/3221225677/1.m3u8
CCTV11,http://39.134.67.108/PLTV/88888888/224/3221225517/1.m3u8
CCTV12,http://39.134.67.108/PLTV/88888888/224/3221225669/1.m3u8
CCTV13,http://39.134.67.108/PLTV/88888888/224/3221225812/1.m3u8
CCTV14,http://39.134.67.108/PLTV/88888888/224/3221225674/1.m3u8
CCTV15,http://39.134.67.108/PLTV/88888888/224/3221225513/1.m3u8
CCTV16,http://39.134.67.108/PLTV/88888888/224/3221225893/1.m3u8
CCTV17,http://39.134.67.108/PLTV/88888888/224/3221225708/1.m3u8
CCTV1,http://39.134.67.108/PLTV/88888888/224/3221226119/1.m3u8$高清
CCTV11,http://39.134.67.108/PLTV/88888888/224/3221226123/1.m3u8$高清
CCTV13,http://39.134.67.108/PLTV/88888888/224/3221226125/1.m3u8$高清
CCTV10,http://39.134.67.108/PLTV/88888888/224/3221226128/1.m3u8$高清

CGTN纪录,http://39.134.67.108/PLTV/88888888/224/3221225509/1.m3u8
CGTN,http://39.134.67.108/PLTV/88888888/224/3221225510/1.m3u8
CETV1,http://39.134.67.108/PLTV/88888888/224/3221225563/1.m3u8
CETV4,http://39.134.67.108/PLTV/88888888/224/3221225750/1.m3u8

安徽卫视,http://39.134.67.108/PLTV/88888888/224/3221225923/1.m3u8
安徽卫视,http://39.134.67.108/PLTV/88888888/224/3221225925/1.m3u8$高清
北京卫视,http://39.134.67.108/PLTV/88888888/224/3221225927/1.m3u8
北京卫视,http://39.134.67.108/PLTV/88888888/224/3221225931/1.m3u8$高清
东方卫视,http://39.134.67.108/PLTV/88888888/224/3221225942/1.m3u8$高清
东方卫视,http://39.134.67.108/PLTV/88888888/224/3221225960/1.m3u8
东南卫视,http://39.134.67.108/PLTV/88888888/224/3221225950/1.m3u8$高清
广东卫视,http://39.134.67.108/PLTV/88888888/224/3221225962/1.m3u8
广东卫视,http://39.134.67.108/PLTV/88888888/224/3221225966/1.m3u8$高清
贵州卫视,http://39.134.67.108/PLTV/88888888/224/3221225974/1.m3u8$高清
河北卫视,http://39.134.67.108/PLTV/88888888/224/3221225961/1.m3u8$高清
河北卫视,http://39.134.67.108/PLTV/88888888/224/3221225991/1.m3u8

湖北卫视,http://39.134.67.108/PLTV/88888888/224/3221225975/1.m3u8$高清
江苏卫视,http://39.134.67.108/PLTV/88888888/224/3221225929/1.m3u8
江苏卫视,http://39.134.67.108/PLTV/88888888/224/3221225938/1.m3u8$高清
江西卫视,http://39.134.67.108/PLTV/88888888/224/3221225935/1.m3u8$高清
江西卫视,http://39.134.67.108/PLTV/88888888/224/3221225995/1.m3u8
辽宁卫视,http://39.134.67.108/PLTV/88888888/224/3221225944/1.m3u8
青海卫视,http://39.134.67.108/PLTV/88888888/224/3221225948/1.m3u8
山东卫视,http://39.134.67.108/PLTV/88888888/224/3221225952/1.m3u8$高清
陕西卫视,http://39.134.67.108/PLTV/88888888/224/3221225989/1.m3u8
深圳卫视,http://39.134.67.108/PLTV/88888888/224/3221225943/1.m3u8$高清
深圳卫视,http://39.134.67.108/PLTV/88888888/224/3221225997/1.m3u8
四川卫视,http://39.134.67.108/PLTV/88888888/224/3221225970/1.m3u8$高清
天津卫视,http://39.134.67.108/PLTV/88888888/224/3221225972/1.m3u8$高清
西藏卫视,http://39.134.67.108/PLTV/88888888/224/3221225951/1.m3u8
新疆卫视,http://39.134.67.108/PLTV/88888888/224/3221225999/1.m3u8

云南卫视,http://39.134.67.108/PLTV/88888888/224/3221225957/1.m3u8
浙江卫视,http://39.134.67.108/PLTV/88888888/224/3221225959/1.m3u8$高清
重庆卫视,http://39.134.67.108/PLTV/88888888/224/3221225963/1.m3u8$高清

兵团卫视,http://39.134.67.108/PLTV/88888888/224/3221226005/1.m3u8
东南卫视,http://39.134.67.108/PLTV/88888888/224/3221226038/1.m3u8
广西卫视,http://39.134.67.108/PLTV/88888888/224/3221226024/1.m3u8
贵州卫视,http://39.134.67.108/PLTV/88888888/224/3221226030/1.m3u8
海南卫视,http://39.134.67.108/PLTV/88888888/224/3221226026/1.m3u8
河南卫视,http://39.134.67.108/PLTV/88888888/224/3221226023/1.m3u8
黑龙江卫视,http://39.134.67.108/PLTV/88888888/224/3221226006/1.m3u8
湖北卫视,http://39.134.67.108/PLTV/88888888/224/3221226015/1.m3u8
湖南卫视,http://39.134.67.108/PLTV/88888888/224/3221226000/1.m3u8
吉林卫视,http://39.134.67.108/PLTV/88888888/224/3221226013/1.m3u8
内蒙古卫视,http://39.134.67.108/PLTV/88888888/224/3221226017/1.m3u8
宁夏卫视,http://39.134.67.108/PLTV/88888888/224/3221226028/1.m3u8
山东卫视,http://39.134.67.108/PLTV/88888888/224/3221226034/1.m3u8
山西卫视,http://39.134.67.108/PLTV/88888888/224/3221226009/1.m3u8
四川卫视,http://39.134.67.108/PLTV/88888888/224/3221226014/1.m3u8
天津卫视,http://39.134.67.108/PLTV/88888888/224/3221226003/1.m3u8
延边卫视,http://39.134.67.108/PLTV/88888888/224/3221226040/1.m3u8
重庆卫视,http://39.134.67.108/PLTV/88888888/224/3221226001/1.m3u8

黑龙江文体,http://39.134.67.108/PLTV/88888888/224/3221226012/1.m3u8
黑龙江都市,http://39.134.67.108/PLTV/88888888/224/3221225969/1.m3u8$高清
黑龙江都市,http://39.134.67.108/PLTV/88888888/224/3221225990/1.m3u8
黑龙江农业科教,http://39.134.67.108/PLTV/88888888/224/3221225994/1.m3u8$高清
黑龙江农业科教,http://39.134.67.108/PLTV/88888888/224/3221225998/1.m3u8
黑龙江少儿,http://39.134.67.108/PLTV/88888888/224/3221225979/1.m3u8$高清
黑龙江文体,http://39.134.67.108/PLTV/88888888/224/3221225965/1.m3u8$高清
黑龙江新闻法治,http://39.134.67.108/PLTV/88888888/224/3221225967/1.m3u8$高清
黑龙江新闻法治,http://39.134.67.108/PLTV/88888888/224/3221225992/1.m3u8
黑龙江影视,http://39.134.67.108/PLTV/88888888/224/3221225973/1.m3u8$高清
睛彩竞技,http://39.134.67.108/PLTV/88888888/224/3221226046/1.m3u8
新闻综合,http://39.134.67.108/PLTV/88888888/224/3221226062/1.m3u8
新闻综合,http://39.134.67.108/PLTV/88888888/224/3221225993/1.m3u8

🐼福建电信,#genre#

CCTV1-综合,http://115.48.62.201:9901/tsfile/live/0001_1.m3u8
CCTV2-财经,http://115.48.62.201:9901/tsfile/live/0002_1.m3u8
CCTV3-综艺,http://115.48.62.201:9901/tsfile/live/0003_1.m3u8
CCTV4-国际,http://115.48.62.201:9901/tsfile/live/0004_1.m3u8
CCTV5-体育,http://115.48.62.201:9901/tsfile/live/0005_1.m3u8
CCTV6-电影,http://115.48.62.201:9901/tsfile/live/0006_1.m3u8
CCTV-7,http://115.48.62.201:9901/tsfile/live/0007_1.m3u8
CCTV8-电视剧,http://115.48.62.201:9901/tsfile/live/0008_1.m3u8
CCTV-9高清,http://115.48.62.201:9901/tsfile/live/1005_1.m3u8
CCTV-10,http://115.48.62.201:9901/tsfile/live/0010_1.m3u8
CCTV-11,http://115.48.62.201:9901/tsfile/live/0011_1.m3u8
CCTV12-社会与法,http://115.48.62.201:9901/tsfile/live/0012_1.m3u8
CCTV13-新闻,http://115.48.62.201:9901/tsfile/live/0013_1.m3u8
CCTV-14,http://115.48.62.201:9901/tsfile/live/0014_1.m3u8
CCTV-15,http://115.48.62.201:9901/tsfile/live/0015_1.m3u8
河南卫视,http://115.48.62.201:9901/tsfile/live/0139_1.m3u8
河南都市频道,http://115.48.62.201:9901/tsfile/live/1007_1.m3u8
河南民生频道,http://115.48.62.201:9901/tsfile/live/1008_1.m3u8
河南法制频道,http://115.48.62.201:9901/tsfile/live/1009_1.m3u8
河南电视剧频道,http://115.48.62.201:9901/tsfile/live/1010_1.m3u8
河南新闻频道,http://115.48.62.201:9901/tsfile/live/1011_1.m3u8
河南公共频道,http://115.48.62.201:9901/tsfile/live/1012_1.m3u8
河南新农村频道,http://115.48.62.201:9901/tsfile/live/1013_1.m3u8
梨园频道,http://115.48.62.201:9901/tsfile/live/1015_1.m3u8
安阳新闻综合,http://115.48.62.201:9901/tsfile/live/1014_1.m3u8
安阳公共频道,http://115.48.62.201:9901/tsfile/live/1016_1.m3u8
安阳科教频道,http://115.48.62.201:9901/tsfile/live/1017_1.m3u8
浙江卫视,http://115.48.62.201:9901/tsfile/live/0124_1.m3u8
湖南卫视,http://115.48.62.201:9901/tsfile/live/0128_1.m3u8
东方卫视,http://115.48.62.201:9901/tsfile/live/0107_1.m3u8
江苏卫视,http://115.48.62.201:9901/tsfile/live/0127_1.m3u8
安徽卫视,http://115.48.62.201:9901/tsfile/live/0130_1.m3u8
北京卫视,http://115.48.62.201:9901/tsfile/live/0122_1.m3u8
深圳卫视,http://115.48.62.201:9901/tsfile/live/0126_1.m3u8
重庆卫视,http://115.48.62.201:9901/tsfile/live/0142_1.m3u8
山东卫视,http://115.48.62.201:9901/tsfile/live/0131_1.m3u8
贵州卫视,http://115.48.62.201:9901/tsfile/live/0120_1.m3u8
福建东南,http://115.48.62.201:9901/tsfile/live/1018_1.m3u8
陕西卫视,http://115.48.62.201:9901/tsfile/live/0136_1.m3u8
广西卫视,http://115.48.62.201:9901/tsfile/live/0113_1.m3u8
云南卫视,http://115.48.62.201:9901/tsfile/live/0119_1.m3u8
四川卫视,http://115.48.62.201:9901/tsfile/live/0123_1.m3u8
湖北卫视,http://115.48.62.201:9901/tsfile/live/0132_1.m3u8
河北卫视,http://115.48.62.201:9901/tsfile/live/0117_1.m3u8
江西卫视,http://115.48.62.201:9901/tsfile/live/0138_1.m3u8
山西卫视,http://115.48.62.201:9901/tsfile/live/0118_1.m3u8
吉林卫视,http://115.48.62.201:9901/tsfile/live/0116_1.m3u8
辽宁卫视,http://115.48.62.201:9901/tsfile/live/0121_1.m3u8
天津卫视,http://115.48.62.201:9901/tsfile/live/0135_1.m3u8
广东卫视,http://115.48.62.201:9901/tsfile/live/0125_1.m3u8
黑龙江卫视,http://115.48.62.201:9901/tsfile/live/0143_1.m3u8
热播剧场,http://115.48.62.201:9901/tsfile/live/0111_1.m3u8
厦门卫视,http://115.48.62.201:9901/tsfile/live/0129_1.m3u8
金鹰卡通,http://115.48.62.201:9901/tsfile/live/1019_1.m3u8
北京卡通,http://115.48.62.201:9901/tsfile/live/1020_1.m3u8
嘉佳卡通,http://115.48.62.201:9901/tsfile/live/1021_1.m3u8
金鹰纪实,http://115.48.62.201:9901/tsfile/live/1022_1.m3u8
IPTV3,http://115.48.62.201:9901/tsfile/live/0112_1.m3u8
IPTV5,http://115.48.62.201:9901/tsfile/live/0110_1.m3u8
IPTV6,http://115.48.62.201:9901/tsfile/live/0140_1.m3u8
IPTV8,http://115.48.62.201:9901/tsfile/live/0141_1.m3u8
经典电影,http://115.48.62.201:9901/tsfile/live/1032_1.m3u8
谍战剧场,http://115.48.62.201:9901/tsfile/live/1033_1.m3u8
相声小品,http://115.48.62.201:9901/tsfile/live/1034_1.m3u8

🐼北方广电,#genre#
CCTV1综合,http://tvbox6.com/tv/bfgd.php?id=488$北方广电
CCTV2财经,http://tvbox6.com/tv/bfgd.php?id=061$北方广电
CCTV3综艺,http://tvbox6.com/tv/bfgd.php?id=062$北方广电
CCTV4中文国际,http://tvbox6.com/tv/bfgd.php?id=063$北方广电
CCTV5体育,http://tvbox6.com/tv/bfgd.php?id=064$北方广电
CCTV5+体育赛事,http://tvbox6.com/tv/bfgd.php?id=246$北方广电
CCTV6电影,http://tvbox6.com/tv/bfgd.php?id=065$北方广电
CCTV7国防军事,http://tvbox6.com/tv/bfgd.php?id=127$北方广电
CCTV8电视剧,http://tvbox6.com/tv/bfgd.php?id=066$北方广电
CCTV9纪录,http://tvbox6.com/tv/bfgd.php?id=128$北方广电
CCTV10科教,http://tvbox6.com/tv/bfgd.php?id=129$北方广电
CCTV11戏曲,http://tvbox6.com/tv/bfgd.php?id=130$北方广电
CCTV12社会与法,http://tvbox6.com/tv/bfgd.php?id=131$北方广电
CCTV13新闻,http://tvbox6.com/tv/bfgd.php?id=067$北方广电
CCTV14少儿,http://tvbox6.com/tv/bfgd.php?id=132$北方广电
CCTV15音乐,http://tvbox6.com/tv/bfgd.php?id=133$北方广电
CCTV17农业农村,http://tvbox6.com/tv/bfgd.php?id=204$北方广电

江苏卫视,http://tvbox6.com/tv/bfgd.php?id=085
天津卫视,http://tvbox6.com/tv/bfgd.php?id=084
湖南卫视,http://tvbox6.com/tv/bfgd.php?id=086
北京卫视,http://tvbox6.com/tv/bfgd.php?id=083
黑龙江卫视,http://tvbox6.com/tv/bfgd.php?id=095
广东卫视,http://tvbox6.com/tv/bfgd.php?id=092
东方卫视,http://tvbox6.com/tv/bfgd.php?id=093
浙江卫视,http://tvbox6.com/tv/bfgd.php?id=094
吉林卫视,http://tvbox6.com/tv/bfgd.php?id=097
安徽卫视,http://tvbox6.com/tv/bfgd.php?id=096
江西卫视,http://tvbox6.com/tv/bfgd.php?id=098
山东卫视,http://tvbox6.com/tv/bfgd.php?id=099
贵州卫视,http://tvbox6.com/tv/bfgd.php?id=101
深圳卫视,http://tvbox6.com/tv/bfgd.php?id=100
湖北卫视,http://tvbox6.com/tv/bfgd.php?id=102
四川卫视,http://tvbox6.com/tv/bfgd.php?id=103
陕西卫视,http://tvbox6.com/tv/bfgd.php?id=512
河南卫视,http://tvbox6.com/tv/bfgd.php?id=339
海南卫视,http://tvbox6.com/tv/bfgd.php?id=473
云南卫视,http://tvbox6.com/tv/bfgd.php?id=482
东南卫视,http://tvbox6.com/tv/bfgd.php?id=483
金鹰卡通,http://tvbox6.com/tv/bfgd.php?id=105
河南卫视,http://tvbox6.com/tv/bfgd.php?id=104
北京卡酷少儿,http://tvbox6.com/tv/bfgd.php?id=106
重庆卫视,http://tvbox6.com/tv/bfgd.php?id=107
山西卫视,http://tvbox6.com/tv/bfgd.php?id=109
河北卫视,http://tvbox6.com/tv/bfgd.php?id=108
青海卫视,http://tvbox6.com/tv/bfgd.php?id=111
内蒙古卫视,http://tvbox6.com/tv/bfgd.php?id=110
山东教育卫视,http://tvbox6.com/tv/bfgd.php?id=112
北京纪实科教,http://tvbox6.com/tv/bfgd.php?id=113
广西卫视,http://tvbox6.com/tv/bfgd.php?id=116
云南卫视,http://tvbox6.com/tv/bfgd.php?id=115
宁夏卫视,http://tvbox6.com/tv/bfgd.php?id=118
陕西卫视,http://tvbox6.com/tv/bfgd.php?id=114
延边卫视,http://tvbox6.com/tv/bfgd.php?id=117
甘肃卫视,http://tvbox6.com/tv/bfgd.php?id=119
西藏卫视,http://tvbox6.com/tv/bfgd.php?id=121
农林卫视,http://tvbox6.com/tv/bfgd.php?id=122
兵团卫视,http://tvbox6.com/tv/bfgd.php?id=124

辽宁卫视,http://tvbox6.com/tv/bfgd.php?id=058
辽宁都市,http://tvbox6.com/tv/bfgd.php?id=610
辽宁北方,http://tvbox6.com/tv/bfgd.php?id=071
辽宁生活,http://tvbox6.com/tv/bfgd.php?id=073
辽宁体育,http://tvbox6.com/tv/bfgd.php?id=611
辽宁影视剧,http://tvbox6.com/tv/bfgd.php?id=070
辽宁教育青少,http://tvbox6.com/tv/bfgd.php?id=075
辽宁经济,http://tvbox6.com/tv/bfgd.php?id=076
辽宁公共,http://tvbox6.com/tv/bfgd.php?id=077
辽宁公共,http://tvbox6.com/tv/bfgd.php?id=481
辽宁经济,http://tvbox6.com/tv/bfgd.php?id=480
北方导视,http://tvbox6.com/tv/bfgd.php?id=187
辽宁新动漫,http://tvbox6.com/tv/bfgd.php?id=140
沈阳新闻综合,http://tvbox6.com/tv/bfgd.php?id=059
抚顺综合,http://tvbox6.com/tv/bfgd.php?id=275
鞍山新闻综合,http://tvbox6.com/tv/bfgd.php?id=274
大连新闻综合,http://tvbox6.com/tv/bfgd.php?id=273
丹东新闻综合,http://tvbox6.com/tv/bfgd.php?id=276
锦州新闻综合,http://tvbox6.com/tv/bfgd.php?id=277
阜新综合,http://tvbox6.com/tv/bfgd.php?id=279
辽阳新闻综合,http://tvbox6.com/tv/bfgd.php?id=280
营口新闻综合,http://tvbox6.com/tv/bfgd.php?id=278
盘锦新闻综合,http://tvbox6.com/tv/bfgd.php?id=283
铁岭新闻综合,http://tvbox6.com/tv/bfgd.php?id=281
朝阳新闻综合,http://tvbox6.com/tv/bfgd.php?id=282
本溪综合,http://tvbox6.com/tv/bfgd.php?id=312
连山区综合,http://tvbox6.com/tv/bfgd.php?id=491
龙港区综合,http://tvbox6.com/tv/bfgd.php?id=490
葫芦岛新闻综合,http://tvbox6.com/tv/bfgd.php?id=284

CETV-1,http://tvbox6.com/tv/bfgd.php?id=135
CETV-2,http://tvbox6.com/tv/bfgd.php?id=492
CGTN,http://tvbox6.com/tv/bfgd.php?id=134
CGTN西班牙语,http://tvbox6.com/tv/bfgd.php?id=306
CGTN阿拉伯语,http://tvbox6.com/tv/bfgd.php?id=308
CGTN法语,http://tvbox6.com/tv/bfgd.php?id=307
CGTN,http://tvbox6.com/tv/bfgd.php?id=305
CGTN俄语,http://tvbox6.com/tv/bfgd.php?id=309
求索动物,http://tvbox6.com/tv/bfgd.php?id=287
求索生活,http://tvbox6.com/tv/bfgd.php?id=288
求索地理,http://tvbox6.com/tv/bfgd.php?id=286
家庭影院,http://tvbox6.com/tv/bfgd.php?id=289
家庭剧场,http://tvbox6.com/tv/bfgd.php?id=290
外国影院,http://tvbox6.com/tv/bfgd.php?id=291
综艺,http://tvbox6.com/tv/bfgd.php?id=292
午夜影院,http://tvbox6.com/tv/bfgd.php?id=294
纪录片,http://tvbox6.com/tv/bfgd.php?id=295
游戏竞技,http://tvbox6.com/tv/bfgd.php?id=296
儿童动漫,http://tvbox6.com/tv/bfgd.php?id=293
3D影院,http://tvbox6.com/tv/bfgd.php?id=298
绘画,http://tvbox6.com/tv/bfgd.php?id=297
家庭理财,http://tvbox6.com/tv/bfgd.php?id=139
网络棋牌,http://tvbox6.com/tv/bfgd.php?id=141
游戏竞技,http://tvbox6.com/tv/bfgd.php?id=142
天元围棋,http://tvbox6.com/tv/bfgd.php?id=144
电子体育,http://tvbox6.com/tv/bfgd.php?id=143
环球旅游,http://tvbox6.com/tv/bfgd.php?id=147
车迷频道,http://tvbox6.com/tv/bfgd.php?id=146
生态环境,http://tvbox6.com/tv/bfgd.php?id=149
发现之旅,http://tvbox6.com/tv/bfgd.php?id=151
优优宝贝,http://tvbox6.com/tv/bfgd.php?id=153
新疆卫视,http://tvbox6.com/tv/bfgd.php?id=150
收藏天下,http://tvbox6.com/tv/bfgd.php?id=155
中华特产,http://tvbox6.com/tv/bfgd.php?id=158
中国天气,http://tvbox6.com/tv/bfgd.php?id=160
法治天地,http://tvbox6.com/tv/bfgd.php?id=162
电视指南,http://tvbox6.com/tv/bfgd.php?id=164
家政,http://tvbox6.com/tv/bfgd.php?id=167
重庆汽摩,http://tvbox6.com/tv/bfgd.php?id=168
国学频道,http://tvbox6.com/tv/bfgd.php?id=169
老故事,http://tvbox6.com/tv/bfgd.php?id=166
女性时尚,http://tvbox6.com/tv/bfgd.php?id=176
世界地理,http://tvbox6.com/tv/bfgd.php?id=177
茶频道,http://tvbox6.com/tv/bfgd.php?id=181
书画,http://tvbox6.com/tv/bfgd.php?id=180
百姓健康,http://tvbox6.com/tv/bfgd.php?id=219
摄影频道,http://tvbox6.com/tv/bfgd.php?id=222
财富天下,http://tvbox6.com/tv/bfgd.php?id=231
四海钓鱼,http://tvbox6.com/tv/bfgd.php?id=229
风尚音乐,http://tvbox6.com/tv/bfgd.php?id=294

CCTV-1HD,http://120.76.248.139/live/bfgd/4200000484.m3u8
CCTV-1HD,http://120.76.248.139/live/bfgd/4200000488.m3u8
CCTV-1HD,http://120.76.248.139/live/bfgd/4200000489.m3u8
CCTV-1HD,http://120.76.248.139/live/bfgd/4200000201.m3u8
CCTV-2HD,http://120.76.248.139/live/bfgd/4200000061.m3u8
CCTV-3HD,http://120.76.248.139/live/bfgd/4200000062.m3u8
CCTV-4HD,http://120.76.248.139/live/bfgd/4200000063.m3u8
CCTV-5HD,http://120.76.248.139/live/bfgd/4200000064.m3u8
CCTV-5+HD,http://120.76.248.139/live/bfgd/4200000246.m3u8
CCTV-6HD,http://120.76.248.139/live/bfgd/4200000065.m3u8
CCTV-7HD,http://120.76.248.139/live/bfgd/4200000127.m3u8
CCTV-8HD,http://120.76.248.139/live/bfgd/4200000066.m3u8
CCTV-9HD,http://120.76.248.139/live/bfgd/4200000128.m3u8
CCTV-10HD,http://120.76.248.139/live/bfgd/4200000129.m3u8
CCTV-11HD,http://120.76.248.139/live/bfgd/4200000130.m3u8
CCTV-12HD,http://120.76.248.139/live/bfgd/4200000131.m3u8
CCTV-13HD,http://120.76.248.139/live/bfgd/4200000067.m3u8
CCTV-14HD,http://120.76.248.139/live/bfgd/4200000132.m3u8
CCTV-15HD,http://120.76.248.139/live/bfgd/4200000133.m3u8
CCTV-17HD,http://120.76.248.139/live/bfgd/4200000204.m3u8
CGTN阿拉伯语,http://120.76.248.139/live/bfgd/4200000308.m3u8
CGTN西班牙语,http://120.76.248.139/live/bfgd/4200000306.m3u8
CGTN法语,http://120.76.248.139/live/bfgd/4200000307.m3u8
CGTN,http://120.76.248.139/live/bfgd/4200000134.m3u8
CGTN俄罗斯语,http://120.76.248.139/live/bfgd/4200000309.m3u8
中国教育1,http://120.76.248.139/live/bfgd/4200000135.m3u8
中国教育2,http://120.76.248.139/live/bfgd/4200000492.m3u8
CHC华诚影视,http://120.76.248.139/live/bfgd/4200000289.m3u8
安徽卫视HD,http://120.76.248.139/live/bfgd/4200000096.m3u8
北京卫视HD,http://120.76.248.139/live/bfgd/4200000083.m3u8
北京|北京纪实科教,http://120.76.248.139/live/bfgd/4200000113.m3u8
北京|北京卡酷少儿,http://120.76.248.139/live/bfgd/4200000106.m3u8
兵团卫视,http://120.76.248.139/live/bfgd/4200000124.m3u8
百姓健康,http://120.76.248.139/live/bfgd/4200000219.m3u8
北京|车迷频道,http://120.76.248.139/live/bfgd/4200000146.m3u8
重庆|重庆汽摩,http://120.76.248.139/live/bfgd/4200000168.m3u8
重庆卫视HD,http://120.76.248.139/live/bfgd/4200000107.m3u8
重温经典,http://120.76.248.139/live/bfgd/4200000635.m3u8
重温经典,http://120.76.248.139/live/bfgd/4200000636.m3u8
东方卫视HD,http://120.76.248.139/live/bfgd/4200000093.m3u8
东南卫视HD,http://120.76.248.139/live/bfgd/4200000483.m3u8
CCTV-电视指南,http://120.76.248.139/live/bfgd/4200000164.m3u8
中央新影-发现之旅,http://120.76.248.139/live/bfgd/4200000151.m3u8
CCTV-风云足球,http://120.76.248.139/live/bfgd/4200000225.m3u8
上海|法治天地,http://120.76.248.139/live/bfgd/4200000162.m3u8
广东卫视HD,http://120.76.248.139/live/bfgd/4200000092.m3u8
甘肃卫视HD,http://120.76.248.139/live/bfgd/4200000119.m3u8
河南|国学频道,http://120.76.248.139/live/bfgd/4200000169.m3u8
广西卫视HD,http://120.76.248.139/live/bfgd/4200000116.m3u8
贵州|天元围棋,http://120.76.248.139/live/bfgd/4200000633.m3u8
贵州卫视HD,http://120.76.248.139/live/bfgd/4200000101.m3u8
