IPV6央视,#genre#
安徽卫视,http://115.206.149.104:9988/udp/233.50.201.113:5140
山东卫视,http://115.206.149.104:9988/udp/233.50.201.105:5140
广东卫视,http://115.206.149.104:9988/udp/233.50.200.149:5140
河北卫视,http://115.206.149.104:9988/udp/233.50.201.140:5140
深圳卫视,http://115.206.149.104:9988/udp/233.50.201.101:5140
深圳卫视,http://115.206.149.104:9988/udp/233.50.201.101:5140
湖北卫视,http://115.206.149.104:9988/udp/233.50.201.114:5140
湖南卫视,http://115.206.149.104:9988/udp/233.50.201.103:5140
贵州卫视,http://115.206.149.104:9988/udp/233.50.201.142:5140
贵州卫视,http://115.206.149.104:9988/udp/233.50.201.142:5140
辽宁卫视,http://115.206.149.104:9988/udp/233.50.201.141:5140
辽宁卫视,http://115.206.149.104:9988/udp/233.50.201.141:5140
重庆卫视,http://115.206.149.104:9988/udp/233.50.201.143:5140
黑龙江卫视,http://115.206.149.104:9988/udp/233.50.200.189:5140
黑龙江卫视,http://115.206.149.104:9988/udp/233.50.201.115:5140
东方卫视,http://222.188.160.161:4022/rtp/239.49.8.140:6000
北京卫视,http://222.188.160.161:4022/rtp/239.49.8.141:6000
天津卫视,http://222.188.160.161:4022/rtp/239.49.8.148:6000
安徽卫视,http://222.188.160.161:4022/rtp/239.49.8.204:6000
山东卫视,http://222.188.160.161:4022/rtp/239.49.8.146:6000
广东卫视,http://222.188.160.161:4022/rtp/239.49.8.143:6000
江苏卫视,http://222.188.160.161:4022/rtp/239.49.8.138:6000
江西卫视,http://222.188.160.161:4022/rtp/239.49.8.185:6000
河北卫视,http://222.188.160.161:4022/rtp/239.49.8.188:6000
浙江卫视,http://222.188.160.161:4022/rtp/239.49.8.139:6000
深圳卫视,http://222.188.160.161:4022/rtp/239.49.8.145:6000
湖北卫视,http://222.188.160.161:4022/rtp/239.49.8.147:6000
湖南卫视,http://222.188.160.161:4022/rtp/239.49.8.142:6000
重庆卫视,http://222.188.160.161:4022/rtp/239.49.8.149:6000
黑龙江卫视,http://222.188.160.161:4022/rtp/239.49.8.144:6000
东方卫视,http://121.224.240.233:8887/rtp/239.49.8.140:6000
北京卫视,http://121.224.240.233:8887/rtp/239.49.8.141:6000
天津卫视,http://121.224.240.233:8887/rtp/239.49.8.148:6000
安徽卫视,http://121.224.240.233:8887/rtp/239.49.8.204:6000
山东卫视,http://121.224.240.233:8887/rtp/239.49.8.146:6000
广东卫视,http://121.224.240.233:8887/rtp/239.49.8.143:6000
江苏卫视,http://121.224.240.233:8887/rtp/239.49.8.138:6000
江西卫视,http://121.224.240.233:8887/rtp/239.49.8.185:6000
河北卫视,http://121.224.240.233:8887/rtp/239.49.8.188:6000
浙江卫视,http://121.224.240.233:8887/rtp/239.49.8.139:6000
深圳卫视,http://121.224.240.233:8887/rtp/239.49.8.145:6000
湖北卫视,http://121.224.240.233:8887/rtp/239.49.8.147:6000
湖南卫视,http://121.224.240.233:8887/rtp/239.49.8.142:6000
重庆卫视,http://121.224.240.233:8887/rtp/239.49.8.149:6000
黑龙江卫视,http://121.224.240.233:8887/rtp/239.49.8.144:6000
安徽卫视,http://171.117.183.38:8084/rtp/226.0.2.145:9072
山东卫视,http://171.117.183.38:8084/rtp/226.0.2.149:9104
山西卫视,http://171.117.183.38:8084/rtp/226.0.2.152:9128
广东卫视,http://171.117.183.38:8084/rtp/226.0.2.146:9080
深圳卫视,http://171.117.183.38:8084/rtp/226.0.2.147:9088
湖北卫视,http://171.117.183.38:8084/rtp/226.0.2.150:9112
湖南卫视,http://171.117.183.38:8084/rtp/226.0.2.143:9056
贵州卫视,http://171.117.183.38:8084/rtp/226.0.2.180:9352
辽宁卫视,http://171.117.183.38:8084/rtp/226.0.2.173:9296
重庆卫视,http://171.117.183.38:8084/rtp/226.0.2.174:9304
东方卫视,http://171.117.183.38:8082/rtp/226.0.2.175:9312
山西卫视,http://171.117.183.38:8082/rtp/226.0.2.152:9128
四川卫视,http://171.117.183.38:8085/rtp/226.0.2.179:9344
安徽卫视,http://171.117.183.38:8085/rtp/226.0.2.145:9072
山东卫视,http://171.117.183.38:8085/rtp/226.0.2.149:9104
山西卫视,http://171.117.183.38:8085/rtp/226.0.2.152:9128
广西卫视,http://171.117.183.38:8085/rtp/226.0.2.231:9760
江苏卫视,http://171.117.183.38:8085/rtp/226.0.2.176:9320
河南卫视,http://171.117.183.38:8085/rtp/226.0.2.52:8328
湖北卫视,http://171.117.183.38:8085/rtp/226.0.2.150:9112
湖南卫视,http://171.117.183.38:8085/rtp/226.0.2.143:9056
贵州卫视,http://171.117.183.38:8085/rtp/226.0.2.180:9352
黑龙江卫视,http://171.117.183.38:8085/rtp/226.0.2.151:9120
东南卫视,http://171.117.183.38:8083/rtp/226.0.2.188:9416
东方卫视,http://171.117.183.38:8083/rtp/226.0.2.175:9312
北京卫视,http://171.117.183.38:8083/rtp/226.0.2.177:9328
安徽卫视,http://171.117.183.38:8083/rtp/226.0.2.145:9072
山东卫视,http://171.117.183.38:8083/rtp/226.0.2.149:9104
山西卫视,http://171.117.183.38:8083/rtp/226.0.2.152:9128
广东卫视,http://171.117.183.38:8083/rtp/226.0.2.146:9080
广西卫视,http://171.117.183.38:8083/rtp/226.0.2.231:9760
江西卫视,http://171.117.183.38:8083/rtp/226.0.2.54:8344
河北卫视,http://171.117.183.38:8083/rtp/226.0.2.178:9336
河南卫视,http://171.117.183.38:8083/rtp/226.0.2.52:8328
浙江卫视,http://171.117.183.38:8083/rtp/226.0.2.144:9064
海南卫视,http://171.117.183.38:8083/rtp/226.0.2.212:9608
深圳卫视,http://171.117.183.38:8083/rtp/226.0.2.147:9088
湖北卫视,http://171.117.183.38:8083/rtp/226.0.2.150:9112
湖南卫视,http://171.117.183.38:8083/rtp/226.0.2.143:9056
贵州卫视,http://171.117.183.38:8083/rtp/226.0.2.180:9352
辽宁卫视,http://171.117.183.38:8083/rtp/226.0.2.173:9296
重庆卫视,http://171.117.183.38:8083/rtp/226.0.2.174:9304
黑龙江卫视,http://171.117.183.38:8083/rtp/226.0.2.151:9120
北京卫视,http://121.24.99.16:8090/hls/32/index.m3u8
吉林卫视,http://121.24.99.16:8090/hls/37/index.m3u8
四川卫视,http://121.24.99.16:8090/hls/58/index.m3u8
安徽卫视,http://121.24.99.16:8090/hls/81/index.m3u8
山东卫视,http://121.24.99.16:8090/hls/39/index.m3u8
广东卫视,http://121.24.99.16:8090/hls/82/index.m3u8
江苏卫视,http://121.24.99.16:8090/hls/38/index.m3u8
河北卫视,http://121.24.99.16:8090/hls/25/index.m3u8
浙江卫视,http://121.24.99.16:8090/hls/79/index.m3u8
深圳卫视,http://121.24.99.16:8090/hls/84/index.m3u8
湖北卫视,http://121.24.99.16:8090/hls/57/index.m3u8
湖南卫视,http://121.24.99.16:8090/hls/56/index.m3u8
重庆卫视,http://121.24.99.16:8090/hls/78/index.m3u8
东南卫视,http://124.112.202.94:18888/rtp/238.1.78.22:6104
东方卫视,http://124.112.202.94:18888/rtp/238.1.78.163:7176
吉林卫视,http://124.112.202.94:18888/rtp/238.1.79.48:4496
四川卫视,http://124.112.202.94:18888/rtp/238.1.78.30:6168
天津卫视,http://124.112.202.94:18888/rtp/238.1.78.20:6088
安徽卫视,http://124.112.202.94:18888/rtp/238.1.78.150:7072
安徽卫视,http://124.112.202.94:18888/rtp/238.1.79.27:4328
山东卫视,http://124.112.202.94:18888/rtp/238.1.78.169:7224
广东卫视,http://124.112.202.94:18888/rtp/238.1.78.161:7160
江苏卫视,http://124.112.202.94:18888/rtp/238.1.78.165:7192
江西卫视,http://124.112.202.94:18888/rtp/238.1.78.26:6136
河北卫视,http://124.112.202.94:18888/rtp/238.1.78.245:7832
河南卫视,http://124.112.202.94:18888/rtp/238.1.79.65:4632
浙江卫视,http://124.112.202.94:18888/rtp/238.1.78.164:7184
海南卫视,http://124.112.202.94:18888/rtp/238.1.79.49:4504
湖北卫视,http://124.112.202.94:18888/rtp/238.1.78.168:7216
湖南卫视,http://124.112.202.94:18888/rtp/238.1.78.160:7152
甘肃卫视,http://124.112.202.94:18888/rtp/238.1.79.36:4400
贵州卫视,http://124.112.202.94:18888/rtp/238.1.78.244:7824
辽宁卫视,http://124.112.202.94:18888/rtp/238.1.78.21:6096
重庆卫视,http://124.112.202.94:18888/rtp/238.1.78.31:6176
黑龙江卫视,http://124.112.202.94:18888/rtp/238.1.78.159:7144
安徽卫视,http://123.166.61.70:8003/hls/55/index.m3u8
北京卫视,http://61.163.181.78:9901/tsfile/live/1043_1.m3u8
北京卫视,http://119.163.199.98:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://123.166.61.70:8003/hls/56/index.m3u8
北京卫视,http://110.53.52.63:8888/newlive/live/hls/18/live.m3u8
兵团卫视,https://liveout.btzx.com.cn/62ds9e/yil08g.m3u8
兵团卫视,http://mobilelive-timeshift.ysp.cctv.cn/timeshift/ysp/2022606701/timeshift.m3u8?delay=0
重庆卫视,http://123.166.61.70:8003/hls/62/index.m3u8
东方卫视,http://61.163.181.78:9901/tsfile/live/1036_1.m3u8
东方卫视,http://119.163.199.98:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://58.19.38.162:9901/tsfile/live/1028_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://123.166.61.70:8003/hls/53/index.m3u8
甘肃卫视,http://202.100.46.58:9901/tsfile/live/1035_1.m3u8
广东卫视,http://123.166.61.70:8003/hls/21/index.m3u8
广西卫视,http://119.163.199.98:9901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://110.53.52.63:8888/newlive/live/hls/25/live.m3u8
贵州卫视,http://123.166.61.70:8003/hls/54/index.m3u8
贵州卫视,http://119.163.199.98:9901/tsfile/live/0120_1.m3u8
海南卫视,http://123.166.61.70:8003/hls/63/index.m3u8
河南卫视,http://123.166.61.70:8003/hls/52/index.m3u8
河南卫视,http://183.94.1.118:8801/tsfile/live/1006_1.m3u8
河南卫视,http://117.72.68.25:9930/hn.php?id=hnws
黑龙江卫视,http://123.166.61.70:8003/hls/14/index.m3u8
黑龙江卫视,http://119.163.199.98:9901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://222.134.245.16:9901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://58.51.111.46:1111/tsfile/live/1018_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://222.134.245.16:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://119.163.199.98:9901/tsfile/live/0017_1.m3u8
吉林卫视,http://119.163.199.98:9901/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://222.134.245.16:9901/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://110.53.52.63:8888/newlive/live/hls/34/live.m3u8
江苏卫视,http://110.53.52.63:8888/newlive/live/hls/21/live.m3u8
江苏卫视,http://222.134.245.16:9901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://61.163.181.78:9901/tsfile/live/1044_1.m3u8
江苏卫视,http://183.94.1.118:8801/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://119.163.199.98:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://222.134.245.16:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://119.163.199.98:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://123.166.61.70:8003/hls/20/index.m3u8
辽宁卫视,http://61.157.139.15:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
内蒙古卫视,https://livestream-bt.nmtv.cn/nmtv/2314general.m3u8?txSecret=dc348a27bd36fe1bd63562af5e7269ea&txTime=771EF880
内蒙古卫视,http://58.51.111.46:1111/tsfile/live/0109_1.m3u8?key=txiptv&playlive=1&authid=0thid=0
宁夏卫视,http://219.147.200.9:18080/newlive/live/hls/53/live.m3u8
青海卫视,http://222.134.245.16:9901/tsfile/live/0140_1.m3u8
青海卫视,http://119.163.199.98:9901/tsfile/live/0140_1.m3u8?key=txiptv&playlive=1&authid=0
青海卫视,http://110.53.52.63:8888/newlive/live/hls/38/live.m3u8
山东卫视,http://119.163.199.98:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
山西卫视,http://219.147.200.9:18080/newlive/live/hls/40/live.m3u8
陕西卫视,http://110.53.52.63:8888/newlive/live/hls/40/live.m3u8
陕西卫视,http://222.241.154.37:9901/tsfile/live/23048_1.m3u8?key=tvbox6_com&playlive=1&authid=0
陕西卫视,http://202.100.46.58:9901/tsfile/live/1017_1.m3u8
深圳卫视,http://61.163.181.78:9901/tsfile/live/1041_1.m3u8
深圳卫视,http://123.166.61.70:8003/hls/61/index.m3u8
深圳卫视,http://122.224.232.218:8888/rtp/233.50.201.101:5140
四川卫视,http://123.166.61.70:8003/hls/24/index.m3u8
天津卫视,http://123.166.61.70:8003/hls/57/index.m3u8
天津卫视,http://58.19.38.162:9901/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0
西藏卫视,http://php.jdshipin.com/xztv.php?id=ws
西藏卫视,http://117.72.68.25:9930/xizang.php?id=0
厦门卫视,http://124.128.73.58:9901/tsfile/live/0129_1.m3u8
新疆卫视,http://106.124.91.222:9901/tsfile/live/21212_1.m3u8
云南卫视,http://119.163.199.98:9901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,http://222.134.245.16:9901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,http://110.53.52.63:8888/newlive/live/hls/26/live.m3u8
浙江卫视,http://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
浙江卫视,http://219.147.200.9:18080/newlive/live/hls/29/live.m3u8
东方卫视,http://117.114.153.18:8180/TV00000000000000000138@HHZT
安徽卫视,http://117.114.153.18:8180/TV00000000000000000087@HHZT
天津卫视,http://117.114.153.18:8180/TV00000000000000000085@HHZT
湖北卫视,http://117.114.153.18:8180/TV00000000000000000086@HHZT
黑龙江视,http://117.114.153.18:8180/TV00000000000000000084@HHZT
安徽卫视,http://123.166.61.70:8003/hls/55/index.m3u8
安徽卫视,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000001000030159/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000030159
安徽卫视,http://gslbservzqhsw.itv.cmvideo.cn/1000000001000030159/1.m3u8?channel-id=ystenlive&Contentid=1000000001000030159&livemode=1&stbId=3
安徽卫视,http://gslbservzqhsw.itv.cmvideo.cn/1000000005000265025/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265025&livemode=1&stbId=3
北京卫视,http://61.163.181.78:9901/tsfile/live/1043_1.m3u8
北京卫视,http://123.166.61.70:8003/hls/56/index.m3u8
北京卫视,http://110.53.52.63:8888/newlive/live/hls/18/live.m3u8
兵团卫视,https://liveout.btzx.com.cn/62ds9e/yil08g.m3u8
兵团卫视,http://mobilelive-timeshift.ysp.cctv.cn/timeshift/ysp/2022606701/timeshift.m3u8?delay=0
重庆卫视,http://123.166.61.70:8003/hls/62/index.m3u8
东方卫视,http://61.163.181.78:9901/tsfile/live/1036_1.m3u8
东方卫视,http://119.163.199.98:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://119.163.199.98:9901/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://58.19.38.162:9901/tsfile/live/1028_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://123.166.61.70:8003/hls/53/index.m3u8
甘肃卫视,http://202.100.46.58:9901/tsfile/live/1035_1.m3u8
广东卫视,http://123.166.61.70:8003/hls/21/index.m3u8
广西卫视,http://119.163.199.98:9901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://www.dsmcloud.top:8888/udp/239.81.0.107:4056
广西卫视,http://110.53.52.63:8888/newlive/live/hls/25/live.m3u8
贵州卫视,http://123.166.61.70:8003/hls/54/index.m3u8
贵州卫视,http://119.163.199.98:9901/tsfile/live/0120_1.m3u8
海南卫视,http://123.166.61.70:8003/hls/63/index.m3u8
河南卫视,http://123.166.61.70:8003/hls/52/index.m3u8
河南卫视,http://183.94.1.118:8801/tsfile/live/1006_1.m3u8
河南卫视,http://117.72.68.25:9930/hn.php?id=hnws
黑龙江卫视,http://123.166.61.70:8003/hls/14/index.m3u8
黑龙江卫视,http://119.163.199.98:9901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://222.134.245.16:9901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://222.134.245.16:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://119.163.199.98:9901/tsfile/live/0017_1.m3u8
吉林卫视,http://119.163.199.98:9901/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://222.134.245.16:9901/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://110.53.52.63:8888/newlive/live/hls/34/live.m3u8
江苏卫视,http://110.53.52.63:8888/newlive/live/hls/21/live.m3u8
江苏卫视,http://222.134.245.16:9901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://61.163.181.78:9901/tsfile/live/1044_1.m3u8
江苏卫视,http://183.94.1.118:8801/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://119.163.199.98:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://222.134.245.16:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://119.163.199.98:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://123.166.61.70:8003/hls/20/index.m3u8
辽宁卫视,http://61.157.139.15:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
内蒙古卫视,https://livestream-bt.nmtv.cn/nmtv/2314general.m3u8?txSecret=dc348a27bd36fe1bd63562af5e7269ea&txTime=771EF880
内蒙古卫视,http://58.51.111.46:1111/tsfile/live/0109_1.m3u8?key=txiptv&playlive=1&authid=0thid=0
宁夏卫视,http://219.147.200.9:18080/newlive/live/hls/53/live.m3u8
青海卫视,http://222.134.245.16:9901/tsfile/live/0140_1.m3u8
青海卫视,http://119.163.199.98:9901/tsfile/live/0140_1.m3u8?key=txiptv&playlive=1&authid=0
青海卫视,http://110.53.52.63:8888/newlive/live/hls/38/live.m3u8
山东卫视,http://119.163.199.98:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
山西卫视,http://219.147.200.9:18080/newlive/live/hls/40/live.m3u8
山西卫视,http://210.22.75.86:9901/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视,http://110.53.52.63:8888/newlive/live/hls/40/live.m3u8
陕西卫视,http://222.241.154.37:9901/tsfile/live/23048_1.m3u8?key=tvbox6_com&playlive=1&authid=0
陕西卫视,http://202.100.46.58:9901/tsfile/live/1017_1.m3u8
深圳卫视,http://61.163.181.78:9901/tsfile/live/1041_1.m3u8
深圳卫视,http://123.166.61.70:8003/hls/61/index.m3u8
深圳卫视,http://122.224.232.218:8888/rtp/233.50.201.101:5140
四川卫视,http://219.147.200.9:18080/newlive/live/hls/48/live.m3u8
四川卫视,http://123.166.61.70:8003/hls/24/index.m3u8
天津卫视,http://123.166.61.70:8003/hls/57/index.m3u8
天津卫视,http://58.19.38.162:9901/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0
西藏卫视,http://php.jdshipin.com/xztv.php?id=ws
西藏卫视,http://117.72.68.25:9930/xizang.php?id=0
厦门卫视,http://124.128.73.58:9901/tsfile/live/0129_1.m3u8
新疆卫视,http://106.124.91.222:9901/tsfile/live/21212_1.m3u8
云南卫视,http://119.163.199.98:9901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,http://110.53.52.63:8888/newlive/live/hls/26/live.m3u8

IPV6影视,#genre#

1905电影网1,http://php.jdshipin.com:8880/1905.php?id=1905dy
1905电影网2,http://php.jdshipin.com:8880/1905.php?id=1905dy2
CHC家庭影院,http://222.141.135.82:888/rtp/225.1.4.209:1262
CHC动作电影,http://222.141.135.82:888/rtp/225.1.4.208:1261
CHC高清电影,http://222.141.135.82:888/rtp/225.1.4.207:1260
广州影视,http://php.jdshipin.com:8880/PLTV/iptv.php?id=gzys
广州影视,http://php.jdshipin.com:8880/gztv.php?id=yingshi
东方影视,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000010000032212
东方影视,http://php.jdshipin.com:8880/bst.php?id=dfyshd8m/8000000
黑莓电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/index.m3u8
黑莓动画,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225662/index.m3u8




IPV6芒果,#genre#

都市剧场,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000011000031111
全纪实,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000011000031112
游戏风云,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000011000031114
魅力足球,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000011000031207
快乐垂钓,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000011000031206
茶,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000011000031209
超级综艺,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225714/index.m3u8
超级体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8
超级电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
超级电视剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8
哒啵赛事,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225675/index.m3u8
哒啵电竞,http://php.jdshipin.com:8880/itv6.php?cid=ystenlive&id=1000000006000032327
武搏世界,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225680/index.m3u8
中国功夫,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225681/index.m3u8
怡伴健康,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225673/index.m3u8
军旅剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225676/index.m3u8
农业致富,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225683/index.m3u8
古装剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225663/index.m3u8
炫舞未来,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225719/index.m3u8
潮妈辣婆,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225685/index.m3u8
精品体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225674/index.m3u8
精品纪录,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225672/index.m3u8
金牌综艺,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225666/index.m3u8
家庭剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225677/index.m3u8
精品大剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225670/index.m3u8
军事评论,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225668/index.m3u8
东北热剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8
欢乐剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8
精品萌宠,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226505/index.m3u8
全民热练,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226508/index.m3u8



IPV6爱好,#genre#
爱电竞,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000054
爱谍战,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000038
爱动漫,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000059
爱都市,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000039
爱怀旧,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000057
爱经典,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000037
爱科幻,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000033
爱科学,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000047
爱浪漫,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000035
爱历史,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000046
爱旅行,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000056
爱奇谈,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000058
爱青春,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000041
爱赛车,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000055
爱体育,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000060
爱玩具,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000053
爱喜剧,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000032
爱悬疑,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000036
爱幼教,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000049
爱院线,http://php.jdshipin.com:8880/itv6.php?cid=hnbblive&id=2000000004000000034




NewTV频道,#genre#
NewTV超级体育,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8
NewTV超级电影,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
NewTV超级电视剧,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8
NewTV东北热剧,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8
NewTV欢乐剧场,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8
NewTV海外剧场,http://[2409:8087:2001:20:2800:0:df6e:eb07]:80/wh7f454c46tw2056934744_1249676649/ott.mobaibox.com/PLTV/3/224/3221227539/index.m3u8?icpid=3&RTS=1674386467&from=40&popid=40&hms_devid=2036&prioritypopid=40&vqe=3
NewTV中国功夫,http://[2409:8087:2001:20:2800:0:df6e:eb19]:80/wh7f454c46tw1755251107_-1720510105/ott.mobaibox.com/PLTV/3/224/3221227530/index.m3u8?icpid=3&RTS=1674386165&from=40&popid=40&hms_devid=2113&prioritypopid=40&vqe=3
NewTV军事评论,http://[2409:8087:2001:20:2800:0:df6e:eb18]:80/wh7f454c46tw1555337016_-1312521077/ott.mobaibox.com/PLTV/3/224/3221227544/index.m3u8?icpid=3&RTS=1674385965&from=40&popid=40&hms_devid=2113&prioritypopid=40&vqe=3
